I0,PrvUpdataTime,SysTime,WriteTrjSysTime,WriteTrjCostTime,WriteInterval
17.0,142.0,2337.9,0.0,0.0,0.0
17.0,152.0,2347.4,0.0,0.0,0.0
17.0,162.0,2357.4,0.0,0.0,0.0
18.0,172.0,2367.4,0.0,0.0,0.0
18.0,186.0,2382.1,0.0,0.0,0.0
18.0,195.0,2391.1,0.0,0.0,0.0
18.0,205.0,2401.1,0.0,0.0,0.0
19.0,215.0,2411.1,0.0,0.0,0.0
19.0,229.0,2425.2,0.0,0.0,0.0
19.0,240.0,2435.2,0.0,0.0,0.0
19.0,250.0,2445.9,0.0,0.0,0.0
19.0,260.0,2455.3,0.0,0.0,0.0
2.0,270.0,2465.8,2465.8,136.0,2.0
5.0,0.0,2613.0,0.0,0.0,0.0
5.0,4.0,2617.9,0.0,0.0,0.0
5.0,13.0,2626.9,0.0,0.0,0.0
5.0,24.0,2637.4,0.0,0.0,0.0
6.0,33.0,2646.4,0.0,0.0,0.0
6.0,48.0,2661.1,0.0,0.0,0.0
6.0,57.0,2670.1,0.0,0.0,0.0
7.0,75.0,2688.0,0.0,0.0,0.0
7.0,92.0,2705.9,0.0,0.0,0.0
7.0,106.0,2719.9,0.0,0.0,0.0
7.0,117.0,2730.9,0.0,0.0,0.0
8.0,129.0,2742.8,0.0,0.0,0.0
8.0,139.0,2752.8,0.0,0.0,0.0
8.0,149.0,2762.0,0.0,0.0,0.0
8.0,157.0,2770.1,0.0,0.0,0.0
8.0,168.0,2781.0,0.0,0.0,0.0
9.0,177.0,2790.0,0.0,0.0,0.0
9.0,188.0,2802.0,0.0,0.0,0.0
9.0,196.0,2810.0,0.0,0.0,0.0
9.0,208.0,2821.9,0.0,0.0,0.0
10.0,217.0,2830.7,0.0,0.0,0.0
10.0,231.0,2844.2,0.0,0.0,0.0
10.0,237.0,2850.7,0.0,0.0,0.0
10.0,247.0,2860.7,0.0,0.0,0.0
10.0,257.0,2870.7,0.0,0.0,0.0
11.0,268.0,2881.2,2881.2,141.0,1.0
14.0,0.0,3033.3,0.0,0.0,0.0
14.0,9.0,3042.3,0.0,0.0,0.0
14.0,20.0,3053.6,0.0,0.0,0.0
15.0,28.0,3062.1,0.0,0.0,0.0
15.0,45.0,3079.1,0.0,0.0,0.0
15.0,48.0,3082.0,0.0,0.0,0.0
15.0,59.0,3093.0,0.0,0.0,0.0
15.0,68.0,3102.0,0.0,0.0,0.0
16.0,79.0,3113.2,0.0,0.0,0.0
16.0,88.0,3121.9,0.0,0.0,0.0
16.0,99.0,3133.2,0.0,0.0,0.0
16.0,108.0,3142.1,0.0,0.0,0.0
16.0,119.0,3153.3,0.0,0.0,0.0
17.0,129.0,3162.3,0.0,0.0,0.0
17.0,139.0,3173.2,0.0,0.0,0.0
17.0,149.0,3182.0,0.0,0.0,0.0
17.0,159.0,3193.1,0.0,0.0,0.0
18.0,168.0,3202.0,0.0,0.0,0.0
18.0,181.0,3215.0,0.0,0.0,0.0
18.0,188.0,3222.0,0.0,0.0,0.0
18.0,200.0,3233.4,0.0,0.0,0.0
18.0,208.0,3241.8,0.0,0.0,0.0
19.0,219.0,3253.1,0.0,0.0,0.0
19.0,228.0,3262.0,0.0,0.0,0.0
19.0,239.0,3272.8,0.0,0.0,0.0
19.0,250.0,3283.8,0.0,0.0,0.0
2.0,260.0,3293.3,3293.3,142.0,2.0
5.0,0.0,3447.9,0.0,0.0,0.0
5.0,11.0,3459.1,0.0,0.0,0.0
5.0,21.0,3469.1,0.0,0.0,0.0
5.0,30.0,3478.0,0.0,0.0,0.0
6.0,41.0,3489.1,0.0,0.0,0.0
6.0,50.0,3498.1,0.0,0.0,0.0
6.0,61.0,3509.3,0.0,0.0,0.0
6.0,69.0,3517.3,0.0,0.0,0.0
6.0,81.0,3529.3,0.0,0.0,0.0
7.0,90.0,3538.4,0.0,0.0,0.0
7.0,101.0,3549.0,0.0,0.0,0.0
7.0,110.0,3558.0,0.0,0.0,0.0
7.0,121.0,3569.0,0.0,0.0,0.0
8.0,130.0,3577.9,0.0,0.0,0.0
8.0,141.0,3589.0,0.0,0.0,0.0
8.0,151.0,3599.8,0.0,0.0,0.0
8.0,161.0,3609.4,0.0,0.0,0.0
8.0,171.0,3619.0,0.0,0.0,0.0
9.0,181.0,3629.3,0.0,0.0,0.0
9.0,192.0,3640.3,0.0,0.0,0.0
9.0,201.0,3649.3,0.0,0.0,0.0
9.0,211.0,3659.2,0.0,0.0,0.0
10.0,222.0,3670.2,0.0,0.0,0.0
10.0,234.0,3682.3,0.0,0.0,0.0
10.0,245.0,3693.3,0.0,0.0,0.0
10.0,253.0,3701.8,0.0,0.0,0.0
10.0,265.0,3713.8,0.0,0.0,0.0
11.0,274.0,3722.0,3722.0,132.0,1.0
14.0,0.0,3866.2,0.0,0.0,0.0
14.0,11.0,3877.3,0.0,0.0,0.0
14.0,20.0,3886.3,0.0,0.0,0.0
14.0,30.0,3897.1,0.0,0.0,0.0
15.0,39.0,3905.7,0.0,0.0,0.0
15.0,50.0,3916.4,0.0,0.0,0.0
15.0,59.0,3925.4,0.0,0.0,0.0
15.0,71.0,3937.8,0.0,0.0,0.0
16.0,79.0,3946.2,0.0,0.0,0.0
16.0,95.0,3961.8,0.0,0.0,0.0
16.0,99.0,3965.9,0.0,0.0,0.0
16.0,110.0,3976.9,0.0,0.0,0.0
16.0,119.0,3985.9,0.0,0.0,0.0
17.0,130.0,3996.4,0.0,0.0,0.0
17.0,139.0,4005.4,0.0,0.0,0.0
17.0,150.0,4016.9,0.0,0.0,0.0
17.0,159.0,4025.8,0.0,0.0,0.0
18.0,185.0,4051.7,0.0,0.0,0.0
18.0,191.0,4057.7,0.0,0.0,0.0
18.0,199.0,4065.7,0.0,0.0,0.0
18.0,211.0,4077.6,0.0,0.0,0.0
19.0,219.0,4085.6,0.0,0.0,0.0
19.0,231.0,4097.9,0.0,0.0,0.0
19.0,243.0,4109.6,0.0,0.0,0.0
19.0,252.0,4119.0,0.0,0.0,0.0
2.0,262.0,4128.9,4128.9,156.0,2.0
5.0,0.0,4297.8,0.0,0.0,0.0
6.0,11.0,4308.9,0.0,0.0,0.0
6.0,22.0,4319.9,0.0,0.0,0.0
6.0,32.0,4330.2,0.0,0.0,0.0
6.0,41.0,4339.2,0.0,0.0,0.0
6.0,52.0,4350.0,0.0,0.0,0.0
7.0,61.0,4359.8,0.0,0.0,0.0
7.0,71.0,4369.7,0.0,0.0,0.0
7.0,82.0,4380.4,0.0,0.0,0.0
7.0,91.0,4389.4,0.0,0.0,0.0
8.0,102.0,4400.4,0.0,0.0,0.0
8.0,116.0,4414.3,0.0,0.0,0.0
8.0,126.0,4424.6,0.0,0.0,0.0
8.0,135.0,4433.8,0.0,0.0,0.0
8.0,146.0,4444.4,0.0,0.0,0.0
9.0,156.0,4453.9,0.0,0.0,0.0
9.0,167.0,4465.0,0.0,0.0,0.0
9.0,176.0,4474.0,0.0,0.0,0.0
9.0,187.0,4484.9,0.0,0.0,0.0
10.0,196.0,4494.0,0.0,0.0,0.0
10.0,208.0,4506.1,0.0,0.0,0.0
10.0,218.0,4516.5,0.0,0.0,0.0
10.0,228.0,4526.0,0.0,0.0,0.0
10.0,239.0,4537.0,0.0,0.0,0.0
11.0,248.0,4546.0,4546.0,147.0,1.0
14.0,0.0,4705.9,0.0,0.0,0.0
14.0,12.0,4718.0,0.0,0.0,0.0
15.0,20.0,4726.2,0.0,0.0,0.0
15.0,30.0,4736.8,0.0,0.0,0.0
15.0,41.0,4747.2,0.0,0.0,0.0
15.0,52.0,4757.0,0.0,0.0,0.0
15.0,62.0,4767.9,0.0,0.0,0.0
16.0,71.0,4777.0,0.0,0.0,0.0
16.0,81.0,4787.5,0.0,0.0,0.0
16.0,91.0,4797.5,0.0,0.0,0.0
16.0,101.0,4807.1,0.0,0.0,0.0
16.0,111.0,4817.0,0.0,0.0,0.0
17.0,121.0,4827.0,0.0,0.0,0.0
17.0,131.0,4837.8,0.0,0.0,0.0
17.0,141.0,4847.7,0.0,0.0,0.0
17.0,151.0,4857.8,0.0,0.0,0.0
18.0,162.0,4868.8,0.0,0.0,0.0
18.0,176.0,4882.1,0.0,0.0,0.0
18.0,184.0,4890.6,0.0,0.0,0.0
18.0,194.0,4900.6,0.0,0.0,0.0
19.0,205.0,4911.0,0.0,0.0,0.0
19.0,219.0,4924.9,0.0,0.0,0.0
19.0,225.0,4930.9,0.0,0.0,0.0
19.0,235.0,4941.9,0.0,0.0,0.0
19.0,245.0,4951.2,0.0,0.0,0.0
2.0,256.0,4962.0,4962.0,155.0,2.0
5.0,0.0,5130.3,0.0,0.0,0.0
5.0,4.0,5135.2,0.0,0.0,0.0
6.0,15.0,5145.8,0.0,0.0,0.0
6.0,27.0,5158.2,0.0,0.0,0.0
6.0,37.0,5167.5,0.0,0.0,0.0
6.0,46.0,5177.2,0.0,0.0,0.0
6.0,56.0,5187.3,0.0,0.0,0.0
7.0,66.0,5197.3,0.0,0.0,0.0
7.0,79.0,5209.9,0.0,0.0,0.0
7.0,86.0,5216.9,0.0,0.0,0.0
7.0,96.0,5227.0,0.0,0.0,0.0
7.0,106.0,5237.2,0.0,0.0,0.0
8.0,117.0,5247.9,0.0,0.0,0.0
8.0,128.0,5258.9,0.0,0.0,0.0
8.0,137.0,5267.6,0.0,0.0,0.0
8.0,147.0,5277.7,0.0,0.0,0.0
9.0,157.0,5287.6,0.0,0.0,0.0
9.0,167.0,5297.6,0.0,0.0,0.0
9.0,177.0,5307.6,0.0,0.0,0.0
9.0,187.0,5317.6,0.0,0.0,0.0
9.0,198.0,5328.6,0.0,0.0,0.0
10.0,206.0,5337.2,0.0,0.0,0.0
10.0,218.0,5348.5,0.0,0.0,0.0
10.0,227.0,5357.9,0.0,0.0,0.0
10.0,238.0,5368.9,0.0,0.0,0.0
11.0,247.0,5378.0,5378.0,128.0,1.0
14.0,0.0,5519.2,0.0,0.0,0.0
14.0,10.0,5530.0,0.0,0.0,0.0
14.0,20.0,5539.9,0.0,0.0,0.0
14.0,30.0,5549.6,0.0,0.0,0.0
14.0,40.0,5559.3,0.0,0.0,0.0
15.0,50.0,5569.3,0.0,0.0,0.0
15.0,60.0,5579.3,0.0,0.0,0.0
15.0,70.0,5589.3,0.0,0.0,0.0
15.0,79.0,5599.1,0.0,0.0,0.0
16.0,90.0,5609.2,0.0,0.0,0.0
16.0,103.0,5622.3,0.0,0.0,0.0
16.0,112.0,5631.5,0.0,0.0,0.0
16.0,121.0,5641.0,0.0,0.0,0.0
16.0,132.0,5651.3,0.0,0.0,0.0
17.0,142.0,5661.2,0.0,0.0,0.0
17.0,152.0,5671.3,0.0,0.0,0.0
17.0,162.0,5681.4,0.0,0.0,0.0
17.0,172.0,5691.4,0.0,0.0,0.0
17.0,182.0,5701.4,0.0,0.0,0.0
18.0,191.0,5711.1,0.0,0.0,0.0
18.0,201.0,5721.1,0.0,0.0,0.0
18.0,211.0,5731.1,0.0,0.0,0.0
18.0,222.0,5741.5,0.0,0.0,0.0
19.0,232.0,5751.5,0.0,0.0,0.0
19.0,247.0,5766.3,0.0,0.0,0.0
19.0,257.0,5776.8,0.0,0.0,0.0
19.0,266.0,5785.8,0.0,0.0,0.0
19.0,278.0,5797.4,0.0,0.0,0.0
2.0,286.0,5805.4,5805.4,134.0,2.0
5.0,0.0,5951.5,0.0,0.0,0.0
5.0,8.0,5960.0,0.0,0.0,0.0
5.0,18.0,5970.0,0.0,0.0,0.0
5.0,27.0,5979.0,0.0,0.0,0.0
6.0,37.0,5989.0,0.0,0.0,0.0
6.0,50.0,6002.0,0.0,0.0,0.0
6.0,60.0,6012.0,0.0,0.0,0.0
6.0,69.0,6021.0,0.0,0.0,0.0
6.0,79.0,6031.0,0.0,0.0,0.0
7.0,89.0,6040.9,0.0,0.0,0.0
7.0,99.0,6051.0,0.0,0.0,0.0
7.0,109.0,6061.3,0.0,0.0,0.0
7.0,119.0,6071.0,0.0,0.0,0.0
8.0,130.0,6081.7,0.0,0.0,0.0
8.0,146.0,6097.6,0.0,0.0,0.0
8.0,151.0,6102.6,0.0,0.0,0.0
8.0,161.0,6113.0,0.0,0.0,0.0
8.0,171.0,6123.0,0.0,0.0,0.0
9.0,181.0,6133.0,0.0,0.0,0.0
9.0,191.0,6143.0,0.0,0.0,0.0
9.0,201.0,6153.0,0.0,0.0,0.0
9.0,210.0,6162.0,0.0,0.0,0.0
9.0,221.0,6173.1,0.0,0.0,0.0
10.0,231.0,6182.7,0.0,0.0,0.0
10.0,242.0,6194.2,0.0,0.0,0.0
10.0,250.0,6202.5,0.0,0.0,0.0
10.0,261.0,6213.5,0.0,0.0,0.0
11.0,270.0,6222.5,6222.5,134.0,1.0
14.0,0.0,6373.8,0.0,0.0,0.0
14.0,5.0,6378.9,0.0,0.0,0.0
14.0,15.0,6389.0,0.0,0.0,0.0
14.0,24.0,6397.9,0.0,0.0,0.0
15.0,35.0,6408.5,0.0,0.0,0.0
15.0,47.0,6420.9,0.0,0.0,0.0
15.0,58.0,6432.0,0.0,0.0,0.0
15.0,67.0,6441.0,0.0,0.0,0.0
16.0,77.0,6451.1,0.0,0.0,0.0
16.0,92.0,6466.0,0.0,0.0,0.0
16.0,103.0,6477.5,0.0,0.0,0.0
16.0,112.0,6485.9,0.0,0.0,0.0
16.0,122.0,6496.8,0.0,0.0,0.0
17.0,132.0,6506.7,0.0,0.0,0.0
17.0,143.0,6517.8,0.0,0.0,0.0
17.0,152.0,6526.4,0.0,0.0,0.0
17.0,163.0,6536.8,0.0,0.0,0.0
18.0,172.0,6545.9,0.0,0.0,0.0
18.0,186.0,6559.9,0.0,0.0,0.0
18.0,192.0,6565.9,0.0,0.0,0.0
18.0,203.0,6577.6,0.0,0.0,0.0
18.0,212.0,6586.5,0.0,0.0,0.0
19.0,223.0,6596.9,0.0,0.0,0.0
19.0,232.0,6606.7,0.0,0.0,0.0
19.0,243.0,6616.8,0.0,0.0,0.0
19.0,251.0,6625.8,0.0,0.0,0.0
19.0,263.0,6637.6,0.0,0.0,0.0
2.0,273.0,6647.5,6647.5,138.0,2.0
5.0,1.0,6797.1,0.0,0.0,0.0
5.0,9.0,6806.0,0.0,0.0,0.0
5.0,17.0,6814.0,0.0,0.0,0.0
6.0,28.0,6824.6,0.0,0.0,0.0
6.0,42.0,6838.9,0.0,0.0,0.0
6.0,52.0,6848.4,0.0,0.0,0.0
6.0,61.0,6857.9,0.0,0.0,0.0
6.0,72.0,6869.0,0.0,0.0,0.0
7.0,82.0,6879.0,0.0,0.0,0.0
7.0,93.0,6888.7,0.0,0.0,0.0
7.0,102.0,6898.7,0.0,0.0,0.0
7.0,112.0,6908.7,0.0,0.0,0.0
8.0,122.0,6918.1,0.0,0.0,0.0
8.0,137.0,6933.1,0.0,0.0,0.0
8.0,142.0,6937.6,0.0,0.0,0.0
8.0,153.0,6949.2,0.0,0.0,0.0
8.0,162.0,6958.2,0.0,0.0,0.0
9.0,172.0,6969.0,0.0,0.0,0.0
9.0,181.0,6977.8,0.0,0.0,0.0
9.0,193.0,6989.3,0.0,0.0,0.0
9.0,202.0,6998.3,0.0,0.0,0.0
9.0,213.0,7009.3,0.0,0.0,0.0
10.0,221.0,7018.0,0.0,0.0,0.0
10.0,233.0,7029.6,0.0,0.0,0.0
10.0,242.0,7039.0,0.0,0.0,0.0
10.0,252.0,7048.9,0.0,0.0,0.0
10.0,262.0,7059.0,0.0,0.0,0.0
11.0,272.0,7068.9,7068.9,153.0,1.0
14.0,0.0,7234.0,0.0,0.0,0.0
15.0,9.0,7243.2,0.0,0.0,0.0
15.0,22.0,7256.9,0.0,0.0,0.0
15.0,28.0,7262.9,0.0,0.0,0.0
15.0,38.0,7272.9,0.0,0.0,0.0
15.0,48.0,7282.4,0.0,0.0,0.0
16.0,58.0,7292.6,0.0,0.0,0.0
16.0,71.0,7305.9,0.0,0.0,0.0
16.0,79.0,7313.9,0.0,0.0,0.0
16.0,91.0,7325.9,0.0,0.0,0.0
17.0,99.0,7333.9,0.0,0.0,0.0
17.0,116.0,7350.8,0.0,0.0,0.0
17.0,119.0,7353.8,0.0,0.0,0.0
17.0,130.0,7365.0,0.0,0.0,0.0
17.0,140.0,7374.1,0.0,0.0,0.0
18.0,150.0,7384.9,0.0,0.0,0.0
18.0,163.0,7398.0,0.0,0.0,0.0
18.0,173.0,7407.2,0.0,0.0,0.0
18.0,183.0,7417.7,0.0,0.0,0.0
18.0,193.0,7427.1,0.0,0.0,0.0
19.0,203.0,7437.9,0.0,0.0,0.0
19.0,213.0,7447.4,0.0,0.0,0.0
19.0,223.0,7457.3,0.0,0.0,0.0
19.0,234.0,7468.3,0.0,0.0,0.0
2.0,243.0,7477.5,7477.5,136.0,2.0
5.0,0.0,7627.5,0.0,0.0,0.0
5.0,7.0,7635.1,0.0,0.0,0.0
5.0,15.0,7643.1,0.0,0.0,0.0
5.0,26.0,7654.1,0.0,0.0,0.0
6.0,35.0,7663.0,0.0,0.0,0.0
6.0,51.0,7679.2,0.0,0.0,0.0
6.0,55.0,7682.7,0.0,0.0,0.0
6.0,66.0,7693.6,0.0,0.0,0.0
6.0,75.0,7702.7,0.0,0.0,0.0
7.0,85.0,7712.8,0.0,0.0,0.0
7.0,94.0,7722.4,0.0,0.0,0.0
7.0,104.0,7732.4,0.0,0.0,0.0
7.0,114.0,7742.4,0.0,0.0,0.0
7.0,124.0,7752.3,0.0,0.0,0.0
8.0,135.0,7763.0,0.0,0.0,0.0
8.0,145.0,7773.4,0.0,0.0,0.0
8.0,155.0,7783.4,0.0,0.0,0.0
8.0,165.0,7792.9,0.0,0.0,0.0
9.0,175.0,7802.9,0.0,0.0,0.0
9.0,190.0,7817.9,0.0,0.0,0.0
9.0,197.0,7825.5,0.0,0.0,0.0
9.0,210.0,7837.6,0.0,0.0,0.0
10.0,218.0,7845.9,0.0,0.0,0.0
10.0,233.0,7860.7,0.0,0.0,0.0
10.0,238.0,7866.4,0.0,0.0,0.0
10.0,249.0,7877.2,0.0,0.0,0.0
10.0,259.0,7885.8,0.0,0.0,0.0
11.0,269.0,7897.4,7897.4,158.0,1.0
14.0,0.0,8068.8,0.0,0.0,0.0
15.0,13.0,8082.0,0.0,0.0,0.0
15.0,22.0,8091.0,0.0,0.0,0.0
15.0,33.0,8102.0,0.0,0.0,0.0
15.0,41.0,8110.3,0.0,0.0,0.0
15.0,52.0,8121.3,0.0,0.0,0.0
16.0,61.0,8130.3,0.0,0.0,0.0
16.0,72.0,8141.6,0.0,0.0,0.0
16.0,81.0,8150.4,0.0,0.0,0.0
16.0,96.0,8165.3,0.0,0.0,0.0
17.0,111.0,8180.3,0.0,0.0,0.0
17.0,127.0,8196.2,0.0,0.0,0.0
17.0,137.0,8206.2,0.0,0.0,0.0
17.0,144.0,8213.1,0.0,0.0,0.0
18.0,158.0,8227.1,0.0,0.0,0.0
18.0,165.0,8234.3,0.0,0.0,0.0
18.0,173.0,8241.8,0.0,0.0,0.0
18.0,183.0,8252.5,0.0,0.0,0.0
19.0,193.0,8262.0,0.0,0.0,0.0
19.0,205.0,8274.0,0.0,0.0,0.0
19.0,216.0,8285.3,0.0,0.0,0.0
19.0,225.0,8294.0,0.0,0.0,0.0
19.0,235.0,8304.6,0.0,0.0,0.0
2.0,245.0,8313.8,8313.8,147.0,2.0
5.0,0.0,8473.6,0.0,0.0,0.0
5.0,12.0,8485.8,0.0,0.0,0.0
6.0,21.0,8494.8,0.0,0.0,0.0
6.0,37.0,8510.8,0.0,0.0,0.0
6.0,40.0,8514.5,0.0,0.0,0.0
6.0,51.0,8524.8,0.0,0.0,0.0
6.0,60.0,8534.0,0.0,0.0,0.0
7.0,72.0,8545.0,0.0,0.0,0.0
7.0,81.0,8555.0,0.0,0.0,0.0
7.0,91.0,8565.0,0.0,0.0,0.0
7.0,100.0,8574.3,0.0,0.0,0.0
7.0,112.0,8586.0,0.0,0.0,0.0
8.0,121.0,8595.0,0.0,0.0,0.0
8.0,132.0,8605.7,0.0,0.0,0.0
8.0,140.0,8614.3,0.0,0.0,0.0
8.0,151.0,8625.6,0.0,0.0,0.0
9.0,162.0,8635.7,0.0,0.0,0.0
9.0,171.0,8645.4,0.0,0.0,0.0
9.0,182.0,8656.3,0.0,0.0,0.0
9.0,192.0,8665.9,0.0,0.0,0.0
9.0,203.0,8676.7,0.0,0.0,0.0
10.0,212.0,8686.0,0.0,0.0,0.0
10.0,222.0,8696.3,0.0,0.0,0.0
10.0,231.0,8705.6,0.0,0.0,0.0
10.0,243.0,8716.8,0.0,0.0,0.0
11.0,252.0,8725.8,8725.8,146.0,1.0
14.0,0.0,8884.0,0.0,0.0,0.0
14.0,11.0,8895.2,0.0,0.0,0.0
14.0,22.0,8906.2,0.0,0.0,0.0
15.0,30.0,8914.3,0.0,0.0,0.0
15.0,42.0,8926.2,0.0,0.0,0.0
15.0,52.0,8936.3,0.0,0.0,0.0
15.0,61.0,8945.7,0.0,0.0,0.0
15.0,72.0,8956.2,0.0,0.0,0.0
16.0,81.0,8965.8,0.0,0.0,0.0
16.0,92.0,8976.5,0.0,0.0,0.0
