I0,PrvUpdataTime,SysTime,WriteTrjSysTime,WriteTrjCostTime,WriteInterval
9.0,7813.0,290.4,0.0,0.0,0.0
9.0,7821.0,298.3,0.0,0.0,0.0
9.0,7831.0,308.3,0.0,0.0,0.0
10.0,7840.0,317.3,0.0,0.0,0.0
10.0,7851.0,328.2,0.0,0.0,0.0
10.0,7860.0,337.2,0.0,0.0,0.0
10.0,7875.0,352.1,0.0,0.0,0.0
11.0,7884.0,361.1,361.1,130.0,1.0
14.0,0.0,507.7,0.0,0.0,0.0
14.0,9.0,517.4,0.0,0.0,0.0
14.0,20.0,528.4,0.0,0.0,0.0
14.0,29.0,537.4,0.0,0.0,0.0
15.0,40.0,548.4,0.0,0.0,0.0
15.0,49.0,557.2,0.0,0.0,0.0
15.0,60.0,568.0,0.0,0.0,0.0
15.0,69.0,577.5,0.0,0.0,0.0
15.0,80.0,588.1,0.0,0.0,0.0
16.0,90.0,597.8,0.0,0.0,0.0
16.0,101.0,609.5,0.0,0.0,0.0
16.0,111.0,618.8,0.0,0.0,0.0
16.0,122.0,630.5,0.0,0.0,0.0
17.0,133.0,640.9,0.0,0.0,0.0
17.0,142.0,649.9,0.0,0.0,0.0
17.0,153.0,660.9,0.0,0.0,0.0
17.0,162.0,670.2,0.0,0.0,0.0
17.0,173.0,681.2,0.0,0.0,0.0
18.0,182.0,690.1,0.0,0.0,0.0
18.0,193.0,701.1,0.0,0.0,0.0
18.0,202.0,710.0,0.0,0.0,0.0
18.0,213.0,721.1,0.0,0.0,0.0
19.0,222.0,730.4,0.0,0.0,0.0
19.0,234.0,742.0,0.0,0.0,0.0
19.0,244.0,752.2,0.0,0.0,0.0
19.0,254.0,762.5,0.0,0.0,0.0
19.0,264.0,772.4,0.0,0.0,0.0
2.0,273.0,781.4,781.4,138.0,2.0
5.0,0.0,931.7,0.0,0.0,0.0
5.0,10.0,941.8,0.0,0.0,0.0
5.0,20.0,952.2,0.0,0.0,0.0
5.0,29.0,961.5,0.0,0.0,0.0
6.0,39.0,971.4,0.0,0.0,0.0
6.0,49.0,981.4,0.0,0.0,0.0
6.0,59.0,991.4,0.0,0.0,0.0
6.0,69.0,1001.4,0.0,0.0,0.0
6.0,82.0,1014.4,0.0,0.0,0.0
7.0,89.0,1021.4,0.0,0.0,0.0
7.0,102.0,1034.3,0.0,0.0,0.0
7.0,109.0,1041.4,0.0,0.0,0.0
7.0,120.0,1052.5,0.0,0.0,0.0
8.0,130.0,1062.3,0.0,0.0,0.0
8.0,142.0,1073.8,0.0,0.0,0.0
8.0,152.0,1084.0,0.0,0.0,0.0
8.0,162.0,1093.9,0.0,0.0,0.0
8.0,172.0,1104.6,0.0,0.0,0.0
9.0,182.0,1113.7,0.0,0.0,0.0
9.0,193.0,1125.0,0.0,0.0,0.0
9.0,201.0,1133.6,0.0,0.0,0.0
9.0,212.0,1144.6,0.0,0.0,0.0
10.0,222.0,1153.9,0.0,0.0,0.0
10.0,237.0,1169.4,0.0,0.0,0.0
10.0,241.0,1173.4,0.0,0.0,0.0
10.0,253.0,1185.0,0.0,0.0,0.0
10.0,263.0,1194.0,0.0,0.0,0.0
11.0,272.0,1204.2,1204.2,139.0,1.0
14.0,0.0,1354.0,0.0,0.0,0.0
14.0,12.0,1366.1,0.0,0.0,0.0
14.0,20.0,1374.8,0.0,0.0,0.0
14.0,31.0,1385.1,0.0,0.0,0.0
15.0,40.0,1394.1,0.0,0.0,0.0
15.0,51.0,1405.8,0.0,0.0,0.0
15.0,61.0,1415.0,0.0,0.0,0.0
15.0,71.0,1425.1,0.0,0.0,0.0
16.0,80.0,1434.6,0.0,0.0,0.0
16.0,95.0,1449.6,0.0,0.0,0.0
16.0,99.0,1453.8,0.0,0.0,0.0
16.0,111.0,1465.6,0.0,0.0,0.0
16.0,120.0,1474.2,0.0,0.0,0.0
17.0,131.0,1485.1,0.0,0.0,0.0
17.0,140.0,1494.3,0.0,0.0,0.0
17.0,150.0,1504.2,0.0,0.0,0.0
17.0,160.0,1514.6,0.0,0.0,0.0
17.0,170.0,1525.0,0.0,0.0,0.0
18.0,180.0,1534.3,0.0,0.0,0.0
18.0,190.0,1544.3,0.0,0.0,0.0
18.0,200.0,1554.4,0.0,0.0,0.0
18.0,210.0,1564.5,0.0,0.0,0.0
19.0,220.0,1574.5,0.0,0.0,0.0
19.0,231.0,1585.5,0.0,0.0,0.0
19.0,242.0,1596.8,0.0,0.0,0.0
19.0,251.0,1606.0,0.0,0.0,0.0
19.0,262.0,1616.9,0.0,0.0,0.0
2.0,271.0,1625.6,1625.6,137.0,2.0
5.0,0.0,1774.8,0.0,0.0,0.0
5.0,11.0,1786.3,0.0,0.0,0.0
5.0,20.0,1795.0,0.0,0.0,0.0
5.0,30.0,1805.3,0.0,0.0,0.0
6.0,40.0,1815.7,0.0,0.0,0.0
6.0,50.0,1825.3,0.0,0.0,0.0
6.0,60.0,1835.6,0.0,0.0,0.0
6.0,70.0,1845.7,0.0,0.0,0.0
7.0,80.0,1855.6,0.0,0.0,0.0
7.0,91.0,1866.6,0.0,0.0,0.0
7.0,103.0,1878.2,0.0,0.0,0.0
7.0,111.0,1886.6,0.0,0.0,0.0
8.0,123.0,1898.0,0.0,0.0,0.0
8.0,134.0,1909.5,0.0,0.0,0.0
8.0,145.0,1920.3,0.0,0.0,0.0
8.0,154.0,1929.4,0.0,0.0,0.0
8.0,165.0,1939.9,0.0,0.0,0.0
9.0,175.0,1950.0,0.0,0.0,0.0
9.0,185.0,1959.9,0.0,0.0,0.0
9.0,195.0,1969.9,0.0,0.0,0.0
9.0,205.0,1979.8,0.0,0.0,0.0
10.0,215.0,1989.9,0.0,0.0,0.0
10.0,229.0,2004.6,0.0,0.0,0.0
10.0,235.0,2010.0,0.0,0.0,0.0
10.0,246.0,2021.0,0.0,0.0,0.0
10.0,255.0,2029.9,0.0,0.0,0.0
11.0,265.0,2039.9,2039.9,140.0,1.0
14.0,0.0,2195.2,0.0,0.0,0.0
14.0,10.0,2205.7,0.0,0.0,0.0
14.0,20.0,2215.6,0.0,0.0,0.0
15.0,30.0,2225.6,0.0,0.0,0.0
15.0,43.0,2237.9,0.0,0.0,0.0
15.0,53.0,2248.3,0.0,0.0,0.0
15.0,63.0,2258.3,0.0,0.0,0.0
15.0,72.0,2267.3,0.0,0.0,0.0
16.0,82.0,2277.9,0.0,0.0,0.0
16.0,92.0,2287.4,0.0,0.0,0.0
16.0,101.0,2296.9,0.0,0.0,0.0
16.0,111.0,2306.9,0.0,0.0,0.0
16.0,121.0,2316.9,0.0,0.0,0.0
17.0,131.0,2326.9,0.0,0.0,0.0
