X,Y,Z,Rx,Ry,Rz,time(s),time(ms)
863.518,-16.167,-14.633,-167.5462,-1.5501,15.021,56.27327327,56273.27327
864.029,-16.187,-14.969,-167.5329,-1.5812,15.0356,56.33327327,56333.27327
864.539,-16.207,-15.305,-167.5197,-1.6122,15.0502,56.39327327,56393.27327
865.049,-16.228,-15.64,-167.5066,-1.6432,15.0648,56.45327327,56453.27327
865.558,-16.248,-15.976,-167.4934,-1.6742,15.0793,56.51327327,56513.27327
866.066,-16.268,-16.31,-167.4803,-1.7051,15.0939,56.57327327,56573.27327
866.573,-16.288,-16.644,-167.4672,-1.736,15.1083,56.63327327,56633.27327
867.08,-16.308,-16.978,-167.4541,-1.7668,15.1228,56.69327327,56693.27327
867.586,-16.328,-17.311,-167.441,-1.7976,15.1372,56.75327327,56753.27327
868.09,-16.348,-17.643,-167.428,-1.8283,15.1516,56.81327327,56813.27327
868.595,-16.368,-17.975,-167.415,-1.859,15.166,56.87327327,56873.27327
869.098,-16.388,-18.306,-167.4021,-1.8897,15.1803,56.93327327,56933.27327
869.6,-16.408,-18.637,-167.3891,-1.9203,15.1946,56.99327327,56993.27327
870.102,-16.427,-18.967,-167.3762,-1.9508,15.2089,57.05327327,57053.27327
870.603,-16.447,-19.297,-167.3634,-1.9813,15.2231,57.11327327,57113.27327
871.103,-16.467,-19.626,-167.3505,-2.0118,15.2373,57.17327327,57173.27327
871.602,-16.487,-19.955,-167.3377,-2.0422,15.2515,57.23327327,57233.27327
872.1,-16.506,-20.283,-167.3249,-2.0726,15.2657,57.29327327,57293.27327
872.597,-16.526,-20.61,-167.3122,-2.1029,15.2798,57.35327327,57353.27327
873.094,-16.546,-20.937,-167.2994,-2.1331,15.2939,57.41327327,57413.27327
873.589,-16.565,-21.263,-167.2867,-2.1633,15.3079,57.47327327,57473.27327
874.083,-16.585,-21.589,-167.2741,-2.1934,15.3219,57.53327327,57533.27327
874.577,-16.604,-21.914,-167.2614,-2.2235,15.3359,57.59327327,57593.27327
875.069,-16.624,-22.238,-167.2489,-2.2536,15.3499,57.65327327,57653.27327
875.561,-16.643,-22.562,-167.2363,-2.2835,15.3638,57.71327327,57713.27327
876.052,-16.663,-22.885,-167.2238,-2.3134,15.3777,57.77327327,57773.27327
876.541,-16.682,-23.207,-167.2112,-2.3433,15.3915,57.83327327,57833.27327
877.03,-16.701,-23.529,-167.1988,-2.3731,15.4053,57.89327327,57893.27327
877.517,-16.721,-23.85,-167.1863,-2.4028,15.4191,57.95327327,57953.27327
878.004,-16.74,-24.17,-167.1739,-2.4325,15.4328,58.01327327,58013.27327
878.489,-16.759,-24.49,-167.1616,-2.4622,15.4465,58.07327327,58073.27327
878.974,-16.778,-24.809,-167.1492,-2.4917,15.4602,58.13327327,58133.27327
879.457,-16.797,-25.127,-167.1369,-2.5212,15.4739,58.19327327,58193.27327
879.94,-16.816,-25.444,-167.1247,-2.5507,15.4875,58.25327327,58253.27327
880.421,-16.836,-25.761,-167.1124,-2.58,15.501,58.31327327,58313.27327
880.901,-16.855,-26.077,-167.1002,-2.6093,15.5145,58.37327327,58373.27327
881.38,-16.873,-26.393,-167.0881,-2.6386,15.528,58.43327327,58433.27327
881.858,-16.892,-26.708,-167.0759,-2.6678,15.5415,58.49327327,58493.27327
882.335,-16.911,-27.021,-167.0638,-2.6969,15.5549,58.55327327,58553.27327
882.811,-16.93,-27.335,-167.0518,-2.7259,15.5683,58.61327327,58613.27327
883.285,-16.949,-27.647,-167.0397,-2.7549,15.5816,58.67327327,58673.27327
883.759,-16.968,-27.959,-167.0278,-2.7838,15.5949,58.73327327,58733.27327
884.231,-16.986,-28.27,-167.0158,-2.8127,15.6082,58.79327327,58793.27327
884.702,-17.005,-28.58,-167.0039,-2.8415,15.6214,58.85327327,58853.27327
885.172,-17.023,-28.889,-166.992,-2.8702,15.6346,58.91327327,58913.27327
885.641,-17.042,-29.198,-166.9801,-2.8988,15.6478,58.97327327,58973.27327
886.109,-17.06,-29.506,-166.9683,-2.9274,15.6609,59.03327327,59033.27327
886.575,-17.079,-29.813,-166.9566,-2.9559,15.6739,59.09327327,59093.27327
887.04,-17.097,-30.119,-166.9448,-2.9843,15.687,59.15327327,59153.27327
887.504,-17.116,-30.425,-166.9331,-3.0127,15.7,59.21327327,59213.27327
887.967,-17.134,-30.729,-166.9215,-3.041,15.7129,59.27327327,59273.27327
888.428,-17.152,-31.033,-166.9098,-3.0692,15.7258,59.33327327,59333.27327
888.889,-17.17,-31.336,-166.8982,-3.0973,15.7387,59.39327327,59393.27327
889.347,-17.189,-31.638,-166.8867,-3.1254,15.7515,59.45327327,59453.27327
889.805,-17.207,-31.94,-166.8752,-3.1534,15.7643,59.51327327,59513.27327
890.262,-17.225,-32.24,-166.8637,-3.1813,15.7771,59.57327327,59573.27327
890.717,-17.243,-32.54,-166.8523,-3.2091,15.7898,59.63327327,59633.27327
891.171,-17.261,-32.839,-166.8409,-3.2369,15.8024,59.69327327,59693.27327
891.623,-17.279,-33.137,-166.8295,-3.2646,15.8151,59.75327327,59753.27327
892.074,-17.296,-33.434,-166.8182,-3.2922,15.8276,59.81327327,59813.27327
892.524,-17.314,-33.73,-166.8069,-3.3197,15.8402,59.87327327,59873.27327
892.973,-17.332,-34.025,-166.7957,-3.3472,15.8527,59.93327327,59933.27327
893.42,-17.35,-34.32,-166.7845,-3.3745,15.8651,59.99327327,59993.27327
893.866,-17.367,-34.613,-166.7733,-3.4018,15.8776,60.05327327,60053.27327
894.311,-17.385,-34.906,-166.7622,-3.429,15.8899,60.11327327,60113.27327
894.754,-17.402,-35.198,-166.7511,-3.4562,15.9023,60.17327327,60173.27327
895.196,-17.42,-35.489,-166.74,-3.4832,15.9145,60.23327327,60233.27327
895.636,-17.437,-35.779,-166.729,-3.5102,15.9268,60.29327327,60293.27327
896.075,-17.455,-36.068,-166.7181,-3.5371,15.939,60.35327327,60353.27327
896.513,-17.472,-36.356,-166.7071,-3.5639,15.9511,60.41327327,60413.27327
896.949,-17.489,-36.643,-166.6962,-3.5906,15.9633,60.47327327,60473.27327
897.384,-17.506,-36.93,-166.6854,-3.6172,15.9753,60.53327327,60533.27327
897.818,-17.523,-37.215,-166.6746,-3.6438,15.9874,60.59327327,60593.27327
898.25,-17.541,-37.5,-166.6638,-3.6703,15.9993,60.65327327,60653.27327
898.681,-17.558,-37.783,-166.6531,-3.6966,16.0113,60.71327327,60713.27327
899.11,-17.575,-38.066,-166.6424,-3.7229,16.0232,60.77327327,60773.27327
899.538,-17.591,-38.347,-166.6318,-3.7492,16.035,60.83327327,60833.27327
899.964,-17.608,-38.628,-166.6212,-3.7753,16.0468,60.89327327,60893.27327
900.389,-17.625,-38.908,-166.6106,-3.8013,16.0586,60.95327327,60953.27327
900.812,-17.642,-39.187,-166.6001,-3.8273,16.0703,61.01327327,61013.27327
901.234,-17.659,-39.464,-166.5896,-3.8531,16.082,61.07327327,61073.27327
901.655,-17.675,-39.741,-166.5792,-3.8789,16.0936,61.13327327,61133.27327
902.074,-17.692,-40.017,-166.5688,-3.9046,16.1052,61.19327327,61193.27327
902.491,-17.708,-40.292,-166.5584,-3.9302,16.1167,61.25327327,61253.27327
902.907,-17.725,-40.566,-166.5481,-3.9557,16.1282,61.31327327,61313.27327
903.322,-17.741,-40.839,-166.5379,-3.9811,16.1396,61.37327327,61373.27327
903.735,-17.757,-41.111,-166.5276,-4.0064,16.151,61.43327327,61433.27327
904.146,-17.774,-41.382,-166.5174,-4.0317,16.1624,61.49327327,61493.27327
904.556,-17.79,-41.652,-166.5073,-4.0568,16.1737,61.55327327,61553.27327
904.965,-17.806,-41.92,-166.4972,-4.0819,16.185,61.61327327,61613.27327
905.372,-17.822,-42.188,-166.4871,-4.1068,16.1962,61.67327327,61673.27327
905.777,-17.838,-42.455,-166.4771,-4.1317,16.2073,61.73327327,61733.27327
906.181,-17.854,-42.721,-166.4672,-4.1565,16.2185,61.79327327,61793.27327
906.583,-17.87,-42.986,-166.4572,-4.1812,16.2295,61.85327327,61853.27327
906.984,-17.886,-43.25,-166.4473,-4.2058,16.2406,61.91327327,61913.27327
907.383,-17.902,-43.513,-166.4375,-4.2302,16.2515,61.97327327,61973.27327
907.781,-17.917,-43.774,-166.4277,-4.2546,16.2625,62.03327327,62033.27327
908.177,-17.933,-44.035,-166.4179,-4.279,16.2734,62.09327327,62093.27327
908.571,-17.949,-44.295,-166.4082,-4.3032,16.2842,62.15327327,62153.27327
908.964,-17.964,-44.554,-166.3985,-4.3273,16.295,62.21327327,62213.27327
909.355,-17.98,-44.811,-166.3889,-4.3513,16.3057,62.27327327,62273.27327
909.745,-17.995,-45.068,-166.3793,-4.3752,16.3164,62.33327327,62333.27327
910.133,-18.01,-45.323,-166.3698,-4.3991,16.3271,62.39327327,62393.27327
910.52,-18.026,-45.578,-166.3603,-4.4228,16.3377,62.45327327,62453.27327
910.904,-18.041,-45.831,-166.3508,-4.4464,16.3482,62.51327327,62513.27327
911.288,-18.056,-46.083,-166.3414,-4.47,16.3587,62.57327327,62573.27327
911.669,-18.071,-46.335,-166.3321,-4.4934,16.3692,62.63327327,62633.27327
912.049,-18.086,-46.585,-166.3227,-4.5167,16.3796,62.69327327,62693.27327
912.428,-18.101,-46.834,-166.3135,-4.54,16.39,62.75327327,62753.27327
912.805,-18.116,-47.082,-166.3042,-4.5631,16.4003,62.81327327,62813.27327
913.18,-18.131,-47.329,-166.295,-4.5862,16.4106,62.87327327,62873.27327
913.553,-18.146,-47.575,-166.2859,-4.6091,16.4208,62.93327327,62933.27327
913.925,-18.16,-47.82,-166.2768,-4.632,16.4309,62.99327327,62993.27327
914.295,-18.175,-48.063,-166.2677,-4.6547,16.4411,63.05327327,63053.27327
914.664,-18.19,-48.306,-166.2587,-4.6773,16.4511,63.11327327,63113.27327
915.03,-18.204,-48.548,-166.2497,-4.6999,16.4612,63.17327327,63173.27327
915.396,-18.219,-48.788,-166.2408,-4.7223,16.4711,63.23327327,63233.27327
915.759,-18.233,-49.027,-166.2319,-4.7447,16.4811,63.29327327,63293.27327
916.121,-18.247,-49.265,-166.2231,-4.7669,16.4909,63.35327327,63353.27327
916.481,-18.262,-49.503,-166.2143,-4.7891,16.5008,63.41327327,63413.27327
916.84,-18.276,-49.739,-166.2056,-4.8111,16.5105,63.47327327,63473.27327
917.196,-18.29,-49.974,-166.1969,-4.833,16.5203,63.53327327,63533.27327
917.551,-18.304,-50.207,-166.1882,-4.8549,16.53,63.59327327,63593.27327
917.905,-18.318,-50.44,-166.1796,-4.8766,16.5396,63.65327327,63653.27327
918.256,-18.332,-50.672,-166.171,-4.8982,16.5492,63.71327327,63713.27327
918.606,-18.346,-50.902,-166.1625,-4.9197,16.5587,63.77327327,63773.27327
918.955,-18.359,-51.131,-166.154,-4.9412,16.5682,63.83327327,63833.27327
919.301,-18.373,-51.359,-166.1456,-4.9625,16.5776,63.89327327,63893.27327
919.646,-18.387,-51.587,-166.1372,-4.9837,16.587,63.95327327,63953.27327
919.989,-18.4,-51.812,-166.1289,-5.0048,16.5963,64.01327327,64013.27327
920.331,-18.414,-52.037,-166.1206,-5.0258,16.6056,64.07327327,64073.27327
920.671,-18.427,-52.261,-166.1123,-5.0467,16.6149,64.13327327,64133.27327
921.009,-18.441,-52.483,-166.1041,-5.0675,16.624,64.19327327,64193.27327
921.345,-18.454,-52.705,-166.0959,-5.0882,16.6332,64.25327327,64253.27327
921.679,-18.467,-52.925,-166.0878,-5.1088,16.6423,64.31327327,64313.27327
922.012,-18.48,-53.144,-166.0797,-5.1292,16.6513,64.37327327,64373.27327
922.343,-18.493,-53.362,-166.0717,-5.1496,16.6603,64.43327327,64433.27327
922.673,-18.506,-53.579,-166.0637,-5.1699,16.6692,64.49327327,64493.27327
923,-18.519,-53.795,-166.0558,-5.1901,16.6781,64.55327327,64553.27327
923.326,-18.532,-54.009,-166.0479,-5.2101,16.687,64.61327327,64613.27327
923.65,-18.545,-54.223,-166.04,-5.2301,16.6958,64.67327327,64673.27327
923.972,-18.558,-54.435,-166.0322,-5.2499,16.7045,64.73327327,64733.27327
924.293,-18.57,-54.646,-166.0245,-5.2696,16.7132,64.79327327,64793.27327
924.612,-18.583,-54.856,-166.0168,-5.2893,16.7218,64.85327327,64853.27327
924.929,-18.596,-55.065,-166.0091,-5.3088,16.7304,64.91327327,64913.27327
925.244,-18.608,-55.272,-166.0015,-5.3282,16.7389,64.97327327,64973.27327
925.558,-18.62,-55.479,-165.9939,-5.3475,16.7474,65.03327327,65033.27327
925.87,-18.633,-55.684,-165.9864,-5.3667,16.7559,65.09327327,65093.27327
926.18,-18.645,-55.888,-165.9789,-5.3858,16.7643,65.15327327,65153.27327
926.488,-18.657,-56.091,-165.9714,-5.4048,16.7726,65.21327327,65213.27327
926.795,-18.669,-56.293,-165.964,-5.4237,16.7809,65.27327327,65273.27327
927.099,-18.681,-56.494,-165.9567,-5.4424,16.7891,65.33327327,65333.27327
927.402,-18.693,-56.693,-165.9494,-5.4611,16.7973,65.39327327,65393.27327
927.704,-18.705,-56.891,-165.9421,-5.4797,16.8055,65.45327327,65453.27327
928.003,-18.717,-57.088,-165.9349,-5.4981,16.8136,65.51327327,65513.27327
928.301,-18.729,-57.284,-165.9277,-5.5164,16.8216,65.57327327,65573.27327
928.596,-18.741,-57.479,-165.9206,-5.5347,16.8296,65.63327327,65633.27327
928.891,-18.752,-57.673,-165.9135,-5.5528,16.8375,65.69327327,65693.27327
929.183,-18.764,-57.865,-165.9065,-5.5708,16.8454,65.75327327,65753.27327
929.473,-18.775,-58.057,-165.8995,-5.5887,16.8533,65.81327327,65813.27327
929.762,-18.787,-58.247,-165.8925,-5.6065,16.861,65.87327327,65873.27327
930.049,-18.798,-58.436,-165.8856,-5.6242,16.8688,65.93327327,65933.27327
930.334,-18.809,-58.623,-165.8788,-5.6418,16.8765,65.99327327,65993.27327
930.618,-18.821,-58.81,-165.872,-5.6592,16.8841,66.05327327,66053.27327
930.899,-18.832,-58.995,-165.8652,-5.6766,16.8917,66.11327327,66113.27327
931.179,-18.843,-59.18,-165.8585,-5.6938,16.8992,66.17327327,66173.27327
931.457,-18.854,-59.363,-165.8518,-5.711,16.9067,66.23327327,66233.27327
931.734,-18.865,-59.545,-165.8452,-5.728,16.9142,66.29327327,66293.27327
932.008,-18.876,-59.725,-165.8386,-5.7449,16.9216,66.35327327,66353.27327
932.281,-18.886,-59.905,-165.8321,-5.7618,16.9289,66.41327327,66413.27327
932.552,-18.897,-60.083,-165.8256,-5.7785,16.9362,66.47327327,66473.27327
932.821,-18.908,-60.26,-165.8191,-5.7951,16.9434,66.53327327,66533.27327
933.088,-18.918,-60.436,-165.8127,-5.8115,16.9506,66.59327327,66593.27327
933.354,-18.929,-60.611,-165.8063,-5.8279,16.9578,66.65327327,66653.27327
933.617,-18.939,-60.785,-165.8,-5.8442,16.9649,66.71327327,66713.27327
933.879,-18.95,-60.957,-165.7938,-5.8603,16.9719,66.77327327,66773.27327
934.14,-18.96,-61.129,-165.7875,-5.8764,16.9789,66.83327327,66833.27327
934.398,-18.97,-61.299,-165.7813,-5.8923,16.9858,66.89327327,66893.27327
934.655,-18.98,-61.468,-165.7752,-5.9081,16.9927,66.95327327,66953.27327
934.909,-18.99,-61.636,-165.7691,-5.9239,16.9996,67.01327327,67013.27327
935.162,-19,-61.802,-165.7631,-5.9395,17.0064,67.07327327,67073.27327
935.414,-19.01,-61.968,-165.7571,-5.955,17.0131,67.13327327,67133.27327
935.663,-19.02,-62.132,-165.7511,-5.9704,17.0198,67.19327327,67193.27327
935.911,-19.03,-62.295,-165.7452,-5.9856,17.0264,67.25327327,67253.27327
936.157,-19.04,-62.457,-165.7393,-6.0008,17.033,67.31327327,67313.27327
936.401,-19.049,-62.617,-165.7335,-6.0159,17.0396,67.37327327,67373.27327
936.643,-19.059,-62.777,-165.7277,-6.0308,17.0461,67.43327327,67433.27327
936.884,-19.068,-62.935,-165.722,-6.0457,17.0525,67.49327327,67493.27327
937.122,-19.078,-63.093,-165.7163,-6.0604,17.0589,67.55327327,67553.27327
937.359,-19.087,-63.249,-165.7106,-6.075,17.0653,67.61327327,67613.27327
937.595,-19.096,-63.403,-165.705,-6.0895,17.0716,67.67327327,67673.27327
937.828,-19.106,-63.557,-165.6994,-6.1039,17.0778,67.73327327,67733.27327
938.06,-19.115,-63.71,-165.6939,-6.1182,17.084,67.79327327,67793.27327
938.29,-19.124,-63.861,-165.6884,-6.1324,17.0902,67.85327327,67853.27327
938.518,-19.133,-64.011,-165.683,-6.1465,17.0963,67.91327327,67913.27327
938.744,-19.142,-64.16,-165.6776,-6.1605,17.1024,67.97327327,67973.27327
938.969,-19.151,-64.308,-165.6723,-6.1743,17.1084,68.03327327,68033.27327
939.191,-19.16,-64.455,-165.667,-6.1881,17.1143,68.09327327,68093.27327
939.412,-19.168,-64.6,-165.6617,-6.2017,17.1203,68.15327327,68153.27327
939.632,-19.177,-64.745,-165.6565,-6.2153,17.1261,68.21327327,68213.27327
939.849,-19.186,-64.888,-165.6513,-6.2287,17.1319,68.27327327,68273.27327
940.065,-19.194,-65.03,-165.6462,-6.242,17.1377,68.33327327,68333.27327
940.279,-19.203,-65.171,-165.6411,-6.2552,17.1434,68.39327327,68393.27327
940.491,-19.211,-65.31,-165.636,-6.2683,17.1491,68.45327327,68453.27327
940.701,-19.219,-65.449,-165.631,-6.2813,17.1547,68.51327327,68513.27327
940.91,-19.228,-65.586,-165.6261,-6.2942,17.1603,68.57327327,68573.27327
941.117,-19.236,-65.723,-165.6212,-6.307,17.1658,68.63327327,68633.27327
941.322,-19.244,-65.858,-165.6163,-6.3197,17.1713,68.69327327,68693.27327
941.526,-19.252,-65.992,-165.6115,-6.3322,17.1767,68.75327327,68753.27327
941.728,-19.26,-66.124,-165.6067,-6.3447,17.1821,68.81327327,68813.27327
941.927,-19.268,-66.256,-165.6019,-6.357,17.1875,68.87327327,68873.27327
942.126,-19.276,-66.387,-165.5972,-6.3693,17.1928,68.93327327,68933.27327
942.322,-19.283,-66.516,-165.5926,-6.3814,17.198,68.99327327,68993.27327
942.517,-19.291,-66.644,-165.588,-6.3934,17.2032,69.05327327,69053.27327
942.71,-19.299,-66.771,-165.5834,-6.4054,17.2083,69.11327327,69113.27327
942.901,-19.306,-66.897,-165.5788,-6.4172,17.2134,69.17327327,69173.27327
943.091,-19.314,-67.022,-165.5743,-6.4289,17.2185,69.23327327,69233.27327
943.279,-19.321,-67.146,-165.5699,-6.4405,17.2235,69.29327327,69293.27327
943.465,-19.329,-67.268,-165.5655,-6.452,17.2285,69.35327327,69353.27327
943.649,-19.336,-67.39,-165.5611,-6.4634,17.2334,69.41327327,69413.27327
943.832,-19.343,-67.51,-165.5568,-6.4747,17.2383,69.47327327,69473.27327
944.013,-19.35,-67.629,-165.5525,-6.4859,17.2431,69.53327327,69533.27327
944.192,-19.357,-67.747,-165.5483,-6.4969,17.2479,69.59327327,69593.27327
944.37,-19.364,-67.864,-165.5441,-6.5079,17.2526,69.65327327,69653.27327
944.546,-19.371,-67.98,-165.5399,-6.5188,17.2573,69.71327327,69713.27327
944.72,-19.378,-68.095,-165.5358,-6.5295,17.2619,69.77327327,69773.27327
944.893,-19.385,-68.208,-165.5317,-6.5402,17.2665,69.83327327,69833.27327
945.063,-19.392,-68.321,-165.5277,-6.5508,17.2711,69.89327327,69893.27327
945.233,-19.398,-68.432,-165.5237,-6.5612,17.2756,69.95327327,69953.27327
945.4,-19.405,-68.542,-165.5197,-6.5716,17.28,70.01327327,70013.27327
945.566,-19.412,-68.652,-165.5158,-6.5818,17.2844,70.07327327,70073.27327
945.73,-19.418,-68.76,-165.5119,-6.592,17.2888,70.13327327,70133.27327
945.892,-19.425,-68.867,-165.5081,-6.602,17.2931,70.19327327,70193.27327
946.053,-19.431,-68.972,-165.5043,-6.6119,17.2974,70.25327327,70253.27327
946.212,-19.437,-69.077,-165.5005,-6.6218,17.3016,70.31327327,70313.27327
946.37,-19.443,-69.181,-165.4968,-6.6315,17.3058,70.37327327,70373.27327
946.526,-19.45,-69.284,-165.4931,-6.6411,17.31,70.43327327,70433.27327
946.68,-19.456,-69.385,-165.4895,-6.6507,17.3141,70.49327327,70493.27327
946.833,-19.462,-69.486,-165.4859,-6.6601,17.3181,70.55327327,70553.27327
946.983,-19.468,-69.585,-165.4823,-6.6694,17.3221,70.61327327,70613.27327
947.133,-19.474,-69.683,-165.4788,-6.6787,17.3261,70.67327327,70673.27327
947.28,-19.479,-69.78,-165.4753,-6.6878,17.33,70.73327327,70733.27327
947.426,-19.485,-69.877,-165.4718,-6.6968,17.3339,70.79327327,70793.27327
947.571,-19.491,-69.972,-165.4684,-6.7057,17.3378,70.85327327,70853.27327
947.714,-19.497,-70.066,-165.4651,-6.7146,17.3415,70.91327327,70913.27327
947.855,-19.502,-70.159,-165.4617,-6.7233,17.3453,70.97327327,70973.27327
947.995,-19.508,-70.251,-165.4585,-6.7319,17.349,71.03327327,71033.27327
948.133,-19.513,-70.341,-165.4552,-6.7405,17.3527,71.09327327,71093.27327
948.269,-19.519,-70.431,-165.452,-6.7489,17.3563,71.15327327,71153.27327
948.404,-19.524,-70.52,-165.4488,-6.7572,17.3599,71.21327327,71213.27327
948.537,-19.529,-70.608,-165.4457,-6.7655,17.3634,71.27327327,71273.27327
948.669,-19.534,-70.695,-165.4426,-6.7736,17.3669,71.33327327,71333.27327
948.799,-19.54,-70.78,-165.4395,-6.7817,17.3704,71.39327327,71393.27327
948.928,-19.545,-70.865,-165.4365,-6.7896,17.3738,71.45327327,71453.27327
949.055,-19.55,-70.948,-165.4335,-6.7975,17.3771,71.51327327,71513.27327
949.18,-19.555,-71.031,-165.4305,-6.8052,17.3805,71.57327327,71573.27327
949.304,-19.559,-71.113,-165.4276,-6.8129,17.3838,71.63327327,71633.27327
949.426,-19.564,-71.193,-165.4247,-6.8205,17.387,71.69327327,71693.27327
949.547,-19.569,-71.273,-165.4219,-6.8279,17.3902,71.75327327,71753.27327
949.666,-19.574,-71.351,-165.4191,-6.8353,17.3934,71.81327327,71813.27327
949.784,-19.578,-71.429,-165.4163,-6.8426,17.3965,71.87327327,71873.27327
949.901,-19.583,-71.505,-165.4136,-6.8498,17.3996,71.93327327,71933.27327
950.015,-19.588,-71.581,-165.4109,-6.8569,17.4026,71.99327327,71993.27327
950.129,-19.592,-71.656,-165.4082,-6.8639,17.4056,72.05327327,72053.27327
950.24,-19.597,-71.729,-165.4056,-6.8708,17.4086,72.11327327,72113.27327
950.351,-19.601,-71.802,-165.403,-6.8776,17.4115,72.17327327,72173.27327
950.46,-19.605,-71.873,-165.4004,-6.8844,17.4144,72.23327327,72233.27327
950.567,-19.609,-71.944,-165.3979,-6.891,17.4172,72.29327327,72293.27327
950.673,-19.614,-72.014,-165.3954,-6.8976,17.4201,72.35327327,72353.27327
950.777,-19.618,-72.083,-165.393,-6.904,17.4228,72.41327327,72413.27327
950.88,-19.622,-72.15,-165.3905,-6.9104,17.4255,72.47327327,72473.27327
950.982,-19.626,-72.217,-165.3882,-6.9167,17.4282,72.53327327,72533.27327
951.082,-19.63,-72.283,-165.3858,-6.9229,17.4309,72.59327327,72593.27327
951.18,-19.634,-72.348,-165.3835,-6.929,17.4335,72.65327327,72653.27327
951.278,-19.638,-72.412,-165.3812,-6.935,17.4361,72.71327327,72713.27327
951.373,-19.641,-72.475,-165.379,-6.9409,17.4386,72.77327327,72773.27327
951.468,-19.645,-72.537,-165.3767,-6.9467,17.4411,72.83327327,72833.27327
951.561,-19.649,-72.598,-165.3746,-6.9525,17.4436,72.89327327,72893.27327
951.652,-19.652,-72.659,-165.3724,-6.9582,17.446,72.95327327,72953.27327
951.743,-19.656,-72.718,-165.3703,-6.9637,17.4484,73.01327327,73013.27327
951.831,-19.659,-72.777,-165.3682,-6.9692,17.4507,73.07327327,73073.27327
951.919,-19.663,-72.834,-165.3662,-6.9747,17.4531,73.13327327,73133.27327
952.005,-19.666,-72.891,-165.3641,-6.98,17.4553,73.19327327,73193.27327
952.09,-19.67,-72.947,-165.3621,-6.9852,17.4576,73.25327327,73253.27327
952.173,-19.673,-73.002,-165.3602,-6.9904,17.4598,73.31327327,73313.27327
952.255,-19.676,-73.056,-165.3583,-6.9955,17.462,73.37327327,73373.27327
952.336,-19.679,-73.109,-165.3564,-7.0004,17.4641,73.43327327,73433.27327
952.415,-19.683,-73.161,-165.3545,-7.0054,17.4662,73.49327327,73493.27327
952.493,-19.686,-73.212,-165.3527,-7.0102,17.4683,73.55327327,73553.27327
952.57,-19.689,-73.263,-165.3509,-7.0149,17.4703,73.61327327,73613.27327
952.645,-19.692,-73.313,-165.3491,-7.0196,17.4723,73.67327327,73673.27327
952.719,-19.695,-73.361,-165.3474,-7.0242,17.4742,73.73327327,73733.27327
952.792,-19.697,-73.409,-165.3457,-7.0287,17.4762,73.79327327,73793.27327
952.864,-19.7,-73.457,-165.344,-7.0331,17.4781,73.85327327,73853.27327
952.934,-19.703,-73.503,-165.3423,-7.0375,17.4799,73.91327327,73913.27327
953.003,-19.706,-73.548,-165.3407,-7.0418,17.4818,73.97327327,73973.27327
953.071,-19.708,-73.593,-165.3391,-7.046,17.4835,74.03327327,74033.27327
953.138,-19.711,-73.637,-165.3376,-7.0501,17.4853,74.09327327,74093.27327
953.203,-19.714,-73.68,-165.336,-7.0541,17.487,74.15327327,74153.27327
953.267,-19.716,-73.722,-165.3345,-7.0581,17.4887,74.21327327,74213.27327
953.33,-19.719,-73.764,-165.3331,-7.062,17.4904,74.27327327,74273.27327
953.392,-19.721,-73.804,-165.3316,-7.0658,17.492,74.33327327,74333.27327
953.453,-19.724,-73.844,-165.3302,-7.0696,17.4936,74.39327327,74393.27327
953.512,-19.726,-73.883,-165.3288,-7.0732,17.4952,74.45327327,74453.27327
953.57,-19.728,-73.921,-165.3274,-7.0768,17.4967,74.51327327,74513.27327
953.627,-19.73,-73.959,-165.3261,-7.0804,17.4982,74.57327327,74573.27327
953.683,-19.733,-73.996,-165.3248,-7.0838,17.4997,74.63327327,74633.27327
953.738,-19.735,-74.032,-165.3235,-7.0872,17.5012,74.69327327,74693.27327
953.791,-19.737,-74.067,-165.3223,-7.0905,17.5026,74.75327327,74753.27327
953.844,-19.739,-74.102,-165.321,-7.0938,17.504,74.81327327,74813.27327
953.895,-19.741,-74.135,-165.3198,-7.0969,17.5053,74.87327327,74873.27327
953.945,-19.743,-74.168,-165.3186,-7.1,17.5067,74.93327327,74933.27327
953.994,-19.745,-74.201,-165.3175,-7.1031,17.508,74.99327327,74993.27327
954.042,-19.747,-74.232,-165.3164,-7.1061,17.5092,75.05327327,75053.27327
954.089,-19.749,-74.263,-165.3153,-7.109,17.5105,75.11327327,75113.27327
954.135,-19.751,-74.293,-165.3142,-7.1118,17.5117,75.17327327,75173.27327
954.18,-19.752,-74.323,-165.3131,-7.1146,17.5129,75.23327327,75233.27327
954.224,-19.754,-74.352,-165.3121,-7.1173,17.514,75.29327327,75293.27327
954.267,-19.756,-74.38,-165.3111,-7.1199,17.5151,75.35327327,75353.27327
954.308,-19.757,-74.407,-165.3101,-7.1225,17.5162,75.41327327,75413.27327
954.349,-19.759,-74.434,-165.3092,-7.125,17.5173,75.47327327,75473.27327
954.389,-19.761,-74.46,-165.3083,-7.1275,17.5184,75.53327327,75533.27327
954.427,-19.762,-74.486,-165.3074,-7.1299,17.5194,75.59327327,75593.27327
954.465,-19.764,-74.511,-165.3065,-7.1322,17.5204,75.65327327,75653.27327
954.502,-19.765,-74.535,-165.3056,-7.1345,17.5214,75.71327327,75713.27327
954.538,-19.766,-74.558,-165.3048,-7.1367,17.5223,75.77327327,75773.27327
954.573,-19.768,-74.581,-165.304,-7.1389,17.5232,75.83327327,75833.27327
