X,Y,Z,Rx,Ry,Rz,Time
959.911,21.293,-164.953,175.9975,17.9492,58.6475,0.0
959.912,21.229,-164.953,175.9975,17.9492,58.6475,0.04
959.912,21.165,-164.953,175.9975,17.9492,58.6475,0.08
959.913,21.101,-164.953,175.9975,17.9492,58.6475,0.12
959.913,21.037,-164.953,175.9975,17.9492,58.6475,0.16
959.914,20.973,-164.953,175.9975,17.9492,58.6475,0.2
959.914,20.909,-164.953,175.9975,17.9492,58.6475,0.24
959.915,20.845,-164.953,175.9975,17.9492,58.6475,0.28
959.915,20.781,-164.952,175.9975,17.9492,58.6475,0.32
959.916,20.717,-164.952,175.9975,17.9492,58.6475,0.36
959.916,20.653,-164.952,175.9975,17.9492,58.6475,0.4
959.917,20.589,-164.952,175.9975,17.9492,58.6475,0.44
959.917,20.525,-164.952,175.9975,17.9492,58.6475,0.48
959.918,20.461,-164.952,175.9975,17.9492,58.6475,0.52
959.918,20.397,-164.952,175.9975,17.9492,58.6475,0.56
959.919,20.333,-164.952,175.9975,17.9492,58.6475,0.6
959.919,20.269,-164.952,175.9975,17.9492,58.6475,0.64
959.92,20.205,-164.952,175.9975,17.9492,58.6475,0.68
959.92,20.141,-164.952,175.9975,17.9492,58.6475,0.72
959.921,20.077,-164.952,175.9975,17.9492,58.6475,0.76
959.921,20.013,-164.952,175.9975,17.9492,58.6475,0.8
959.922,19.949,-164.952,175.9975,17.9492,58.6475,0.84
959.922,19.885,-164.952,175.9975,17.9492,58.6475,0.88
959.923,19.821,-164.951,175.9975,17.9492,58.6475,0.92
959.923,19.757,-164.951,175.9975,17.9492,58.6475,0.96
959.924,19.693,-164.951,175.9975,17.9492,58.6475,1.0
959.924,19.629,-164.951,175.9975,17.9492,58.6475,1.04
959.925,19.565,-164.951,175.9975,17.9492,58.6475,1.08
959.925,19.501,-164.951,175.9975,17.9492,58.6475,1.12
959.926,19.437,-164.951,175.9975,17.9492,58.6475,1.16
959.926,19.373,-164.951,175.9975,17.9492,58.6475,1.2
959.927,19.309,-164.951,175.9975,17.9492,58.6475,1.24
959.927,19.245,-164.951,175.9975,17.9492,58.6475,1.28
959.928,19.181,-164.951,175.9975,17.9492,58.6475,1.32
959.928,19.117,-164.951,175.9975,17.9492,58.6475,1.36
959.929,19.053,-164.951,175.9975,17.9492,58.6475,1.4000000000000001
959.929,18.989,-164.951,175.9975,17.9492,58.6475,1.44
959.93,18.925,-164.951,175.9975,17.9492,58.6475,1.48
959.93,18.861,-164.95,175.9975,17.9492,58.6475,1.52
959.931,18.797,-164.95,175.9975,17.9492,58.6475,1.56
959.931,18.733,-164.95,175.9975,17.9492,58.6475,1.6
959.932,18.669,-164.95,175.9975,17.9492,58.6475,1.6400000000000001
959.932,18.605,-164.95,175.9975,17.9492,58.6475,1.68
959.933,18.541,-164.95,175.9975,17.9492,58.6475,1.72
959.933,18.478,-164.95,175.9975,17.9492,58.6475,1.76
959.934,18.414,-164.95,175.9975,17.9492,58.6475,1.8
959.934,18.35,-164.95,175.9975,17.9492,58.6475,1.84
959.935,18.286,-164.95,175.9975,17.9492,58.6475,1.8800000000000001
959.935,18.222,-164.95,175.9975,17.9492,58.6475,1.92
959.936,18.158,-164.95,175.9975,17.9492,58.6475,1.96
959.936,18.094,-164.95,175.9975,17.9492,58.6475,2.0
959.937,18.03,-164.95,175.9975,17.9492,58.6475,2.04
959.937,17.966,-164.95,175.9975,17.9492,58.6475,2.08
959.938,17.902,-164.949,175.9975,17.9492,58.6475,2.12
959.938,17.838,-164.949,175.9975,17.9492,58.6475,2.16
959.939,17.774,-164.949,175.9975,17.9492,58.6475,2.2
959.939,17.71,-164.949,175.9975,17.9492,58.6475,2.24
959.94,17.646,-164.949,175.9975,17.9492,58.6475,2.2800000000000002
959.94,17.582,-164.949,175.9975,17.9492,58.6475,2.32
959.941,17.518,-164.949,175.9975,17.9492,58.6475,2.36
959.941,17.454,-164.949,175.9975,17.9492,58.6475,2.4
959.942,17.39,-164.949,175.9975,17.9492,58.6475,2.44
959.942,17.326,-164.949,175.9975,17.9492,58.6475,2.48
959.943,17.262,-164.949,175.9975,17.9492,58.6475,2.52
959.943,17.198,-164.949,175.9975,17.9492,58.6475,2.56
959.944,17.134,-164.949,175.9975,17.9492,58.6475,2.6
959.944,17.07,-164.949,175.9975,17.9492,58.6475,2.64
959.945,17.006,-164.949,175.9975,17.9492,58.6475,2.68
959.945,16.942,-164.948,175.9975,17.9492,58.6475,2.72
959.946,16.878,-164.948,175.9975,17.9492,58.6475,2.7600000000000002
959.946,16.814,-164.948,175.9975,17.9492,58.6475,2.8000000000000003
959.947,16.75,-164.948,175.9975,17.9492,58.6475,2.84
959.947,16.686,-164.948,175.9975,17.9492,58.6475,2.88
959.948,16.622,-164.948,175.9975,17.9492,58.6475,2.92
959.948,16.558,-164.948,175.9975,17.9492,58.6475,2.96
959.949,16.494,-164.948,175.9975,17.9492,58.6475,3.0
959.949,16.43,-164.948,175.9975,17.9492,58.6475,3.04
959.95,16.366,-164.948,175.9975,17.9492,58.6475,3.08
959.95,16.302,-164.948,175.9975,17.9492,58.6475,3.12
959.951,16.238,-164.948,175.9975,17.9492,58.6475,3.16
959.951,16.174,-164.948,175.9975,17.9492,58.6475,3.2
959.952,16.11,-164.948,175.9975,17.9492,58.6475,3.24
959.952,16.046,-164.948,175.9975,17.9492,58.6475,3.2800000000000002
959.953,15.982,-164.947,175.9975,17.9492,58.6475,3.3200000000000003
959.953,15.918,-164.947,175.9975,17.9492,58.6475,3.36
959.954,15.854,-164.947,175.9975,17.9492,58.6475,3.4
959.954,15.79,-164.947,175.9975,17.9492,58.6475,3.44
959.955,15.726,-164.947,175.9975,17.9492,58.6475,3.48
959.955,15.662,-164.947,175.9975,17.9492,58.6475,3.52
959.956,15.598,-164.947,175.9975,17.9492,58.6475,3.56
959.956,15.534,-164.947,175.9975,17.9492,58.6475,3.6
959.957,15.47,-164.947,175.9975,17.9492,58.6475,3.64
959.957,15.406,-164.947,175.9975,17.9492,58.6475,3.68
959.958,15.342,-164.947,175.9975,17.9492,58.6475,3.72
959.958,15.278,-164.947,175.9975,17.9492,58.6475,3.7600000000000002
959.959,15.214,-164.947,175.9975,17.9492,58.6475,3.8000000000000003
959.959,15.15,-164.947,175.9975,17.9492,58.6475,3.84
959.96,15.086,-164.947,175.9975,17.9492,58.6475,3.88
959.96,15.022,-164.946,175.9975,17.9492,58.6475,3.92
959.961,14.958,-164.946,175.9975,17.9492,58.6475,3.96
959.961,14.894,-164.946,175.9975,17.9492,58.6475,4.0
959.962,14.83,-164.946,175.9975,17.9492,58.6475,4.04
959.962,14.766,-164.946,175.9975,17.9492,58.6475,4.08
959.963,14.702,-164.946,175.9975,17.9492,58.6475,4.12
959.964,14.638,-164.946,175.9975,17.9492,58.6475,4.16
959.964,14.574,-164.946,175.9975,17.9492,58.6475,4.2
959.965,14.51,-164.946,175.9975,17.9492,58.6475,4.24
959.965,14.446,-164.946,175.9975,17.9492,58.6475,4.28
959.966,14.382,-164.946,175.9975,17.9492,58.6475,4.32
959.966,14.318,-164.946,175.9975,17.9492,58.6475,4.36
959.967,14.254,-164.946,175.9975,17.9492,58.6475,4.4
959.967,14.19,-164.946,175.9975,17.9492,58.6475,4.44
959.968,14.126,-164.946,175.9975,17.9492,58.6475,4.48
959.968,14.062,-164.945,175.9975,17.9492,58.6475,4.5200000000000005
959.969,13.998,-164.945,175.9975,17.9492,58.6475,4.5600000000000005
959.969,13.934,-164.945,175.9975,17.9492,58.6475,4.6000000000000005
959.97,13.87,-164.945,175.9975,17.9492,58.6475,4.64
959.97,13.806,-164.945,175.9975,17.9492,58.6475,4.68
959.971,13.742,-164.945,175.9975,17.9492,58.6475,4.72
959.971,13.678,-164.945,175.9975,17.9492,58.6475,4.76
959.972,13.614,-164.945,175.9975,17.9492,58.6475,4.8
959.972,13.55,-164.945,175.9975,17.9492,58.6475,4.84
959.973,13.486,-164.945,175.9975,17.9492,58.6475,4.88
959.973,13.422,-164.945,175.9975,17.9492,58.6475,4.92
959.974,13.358,-164.945,175.9975,17.9492,58.6475,4.96
959.974,13.294,-164.945,175.9975,17.9492,58.6475,5.0
959.975,13.23,-164.945,175.9975,17.9492,58.6475,5.04
959.975,13.166,-164.945,175.9975,17.9492,58.6475,5.08
959.976,13.102,-164.944,175.9975,17.9492,58.6475,5.12
959.976,13.038,-164.944,175.9975,17.9492,58.6475,5.16
959.977,12.974,-164.944,175.9975,17.9492,58.6475,5.2
959.977,12.91,-164.944,175.9975,17.9492,58.6475,5.24
959.978,12.847,-164.944,175.9975,17.9492,58.6475,5.28
959.978,12.783,-164.944,175.9975,17.9492,58.6475,5.32
959.979,12.719,-164.944,175.9975,17.9492,58.6475,5.36
959.979,12.655,-164.944,175.9975,17.9492,58.6475,5.4
959.98,12.591,-164.944,175.9975,17.9492,58.6475,5.44
959.98,12.527,-164.944,175.9975,17.9492,58.6475,5.48
959.981,12.463,-164.944,175.9975,17.9492,58.6475,5.5200000000000005
959.981,12.399,-164.944,175.9975,17.9492,58.6475,5.5600000000000005
959.982,12.335,-164.944,175.9975,17.9492,58.6475,5.6000000000000005
959.982,12.271,-164.944,175.9975,17.9492,58.6475,5.64
959.983,12.207,-164.944,175.9975,17.9492,58.6475,5.68
959.983,12.143,-164.943,175.9975,17.9492,58.6475,5.72
959.984,12.079,-164.943,175.9975,17.9492,58.6475,5.76
959.984,12.015,-164.943,175.9975,17.9492,58.6475,5.8
959.985,11.951,-164.943,175.9975,17.9492,58.6475,5.84
959.985,11.887,-164.943,175.9975,17.9492,58.6475,5.88
959.986,11.823,-164.943,175.9975,17.9492,58.6475,5.92
959.986,11.759,-164.943,175.9975,17.9492,58.6475,5.96
959.987,11.695,-164.943,175.9975,17.9492,58.6475,6.0
959.987,11.631,-164.943,175.9975,17.9492,58.6475,6.04
959.988,11.567,-164.943,175.9975,17.9492,58.6475,6.08
959.988,11.503,-164.943,175.9975,17.9492,58.6475,6.12
959.989,11.439,-164.943,175.9975,17.9492,58.6475,6.16
959.989,11.375,-164.943,175.9975,17.9492,58.6475,6.2
959.99,11.311,-164.943,175.9975,17.9492,58.6475,6.24
959.99,11.247,-164.943,175.9975,17.9492,58.6475,6.28
959.991,11.183,-164.942,175.9975,17.9492,58.6475,6.32
959.991,11.119,-164.942,175.9975,17.9492,58.6475,6.36
959.992,11.055,-164.942,175.9975,17.9492,58.6475,6.4
959.992,10.991,-164.942,175.9975,17.9492,58.6475,6.44
959.993,10.927,-164.942,175.9975,17.9492,58.6475,6.48
959.993,10.863,-164.942,175.9975,17.9492,58.6475,6.5200000000000005
959.994,10.799,-164.942,175.9975,17.9492,58.6475,6.5600000000000005
959.994,10.735,-164.942,175.9975,17.9492,58.6475,6.6000000000000005
959.995,10.671,-164.942,175.9975,17.9492,58.6475,6.640000000000001
959.995,10.607,-164.942,175.9975,17.9492,58.6475,6.68
