X,Y,Z,Rx,Ry,Rz,time(s),time(ms)
485.388,-1.214,234.322,179.985,20.2098,1.6889,1.250781739,1250.781739
485.391,-1.214,234.32,179.9851,20.2097,1.6891,1.300813008,1300.813008
485.394,-1.214,234.318,179.9852,20.2095,1.6892,1.350844278,1350.844278
485.397,-1.214,234.316,179.9854,20.2093,1.6894,1.400875547,1400.875547
485.401,-1.214,234.314,179.9855,20.2091,1.6895,1.450906817,1450.906817
485.405,-1.215,234.311,179.9857,20.2089,1.6897,1.500938086,1500.938086
485.409,-1.215,234.308,179.9859,20.2087,1.6899,1.550969356,1550.969356
485.413,-1.215,234.306,179.9861,20.2085,1.6901,1.601000625,1601.000625
485.418,-1.215,234.302,179.9863,20.2082,1.6903,1.651031895,1651.031895
485.423,-1.215,234.299,179.9865,20.208,1.6905,1.701063164,1701.063164
485.428,-1.216,234.296,179.9867,20.2077,1.6907,1.751094434,1751.094434
485.434,-1.216,234.292,179.9869,20.2074,1.691,1.801125704,1801.125704
485.44,-1.216,234.288,179.9872,20.2071,1.6912,1.851156973,1851.156973
485.446,-1.216,234.284,179.9874,20.2067,1.6915,1.901188243,1901.188243
485.453,-1.217,234.28,179.9877,20.2064,1.6918,1.951219512,1951.219512
485.46,-1.217,234.275,179.988,20.206,1.6921,2.001250782,2001.250782
485.467,-1.217,234.27,179.9883,20.2056,1.6924,2.051282051,2051.282051
485.474,-1.217,234.265,179.9886,20.2052,1.6927,2.101313321,2101.313321
485.482,-1.218,234.26,179.9889,20.2048,1.6931,2.15134459,2151.34459
485.491,-1.218,234.255,179.9893,20.2044,1.6934,2.20137586,2201.37586
485.499,-1.218,234.249,179.9897,20.2039,1.6938,2.251407129,2251.407129
485.509,-1.219,234.243,179.99,20.2034,1.6942,2.301438399,2301.438399
485.518,-1.219,234.237,179.9904,20.2029,1.6946,2.351469669,2351.469669
485.528,-1.219,234.23,179.9909,20.2024,1.6951,2.401500938,2401.500938
485.538,-1.22,234.223,179.9913,20.2018,1.6955,2.451532208,2451.532208
485.549,-1.22,234.216,179.9917,20.2013,1.696,2.501563477,2501.563477
485.56,-1.221,234.209,179.9922,20.2007,1.6965,2.551594747,2551.594747
485.572,-1.221,234.201,179.9927,20.2001,1.697,2.601626016,2601.626016
485.584,-1.222,234.193,179.9932,20.1994,1.6975,2.651657286,2651.657286
485.596,-1.222,234.185,179.9937,20.1988,1.6981,2.701688555,2701.688555
485.609,-1.223,234.177,179.9942,20.1981,1.6986,2.751719825,2751.719825
485.622,-1.223,234.168,179.9948,20.1974,1.6992,2.801751094,2801.751094
485.636,-1.224,234.159,179.9954,20.1966,1.6998,2.851782364,2851.782364
485.65,-1.224,234.149,179.996,20.1959,1.7004,2.901813634,2901.813634
485.665,-1.225,234.14,179.9966,20.1951,1.7011,2.951844903,2951.844903
485.68,-1.226,234.13,179.9972,20.1943,1.7017,3.001876173,3001.876173
485.696,-1.226,234.119,179.9979,20.1934,1.7024,3.051907442,3051.907442
485.712,-1.227,234.109,179.9986,20.1926,1.7031,3.101938712,3101.938712
485.729,-1.227,234.098,179.9993,20.1917,1.7039,3.151969981,3151.969981
485.746,-1.228,234.086,180,20.1907,1.7046,3.202001251,3202.001251
485.764,-1.229,234.074,-179.9993,20.1898,1.7054,3.25203252,3252.03252
485.783,-1.23,234.062,-179.9985,20.1888,1.7062,3.30206379,3302.06379
485.801,-1.23,234.05,-179.9977,20.1878,1.707,3.352095059,3352.095059
485.821,-1.231,234.037,-179.9969,20.1868,1.7079,3.402126329,3402.126329
485.841,-1.232,234.024,-179.9961,20.1857,1.7088,3.452157598,3452.157598
485.861,-1.233,234.011,-179.9952,20.1846,1.7097,3.502188868,3502.188868
485.882,-1.234,233.997,-179.9943,20.1835,1.7106,3.552220138,3552.220138
485.904,-1.234,233.982,-179.9934,20.1824,1.7115,3.602251407,3602.251407
485.926,-1.235,233.968,-179.9925,20.1812,1.7125,3.652282677,3652.282677
485.949,-1.236,233.953,-179.9915,20.18,1.7135,3.702313946,3702.313946
485.973,-1.237,233.937,-179.9906,20.1787,1.7145,3.752345216,3752.345216
485.997,-1.238,233.921,-179.9896,20.1774,1.7156,3.802376485,3802.376485
486.021,-1.239,233.905,-179.9885,20.1761,1.7167,3.852407755,3852.407755
486.047,-1.24,233.889,-179.9875,20.1748,1.7178,3.902439024,3902.439024
486.073,-1.241,233.872,-179.9864,20.1734,1.7189,3.952470294,3952.470294
486.099,-1.242,233.854,-179.9853,20.172,1.72,4.002501563,4002.501563
486.126,-1.243,233.836,-179.9842,20.1705,1.7212,4.052532833,4052.532833
486.154,-1.244,233.818,-179.983,20.1691,1.7225,4.102564103,4102.564103
486.182,-1.245,233.799,-179.9818,20.1675,1.7237,4.152595372,4152.595372
486.211,-1.247,233.78,-179.9806,20.166,1.725,4.202626642,4202.626642
486.241,-1.248,233.76,-179.9794,20.1644,1.7263,4.252657911,4252.657911
486.272,-1.249,233.74,-179.9781,20.1628,1.7276,4.302689181,4302.689181
486.303,-1.25,233.72,-179.9768,20.1611,1.729,4.35272045,4352.72045
486.334,-1.251,233.699,-179.9755,20.1595,1.7303,4.40275172,4402.75172
486.367,-1.253,233.678,-179.9741,20.1577,1.7318,4.452782989,4452.782989
486.4,-1.254,233.656,-179.9727,20.156,1.7332,4.502814259,4502.814259
486.434,-1.255,233.634,-179.9713,20.1542,1.7347,4.552845528,4552.845528
486.468,-1.257,233.611,-179.9699,20.1523,1.7362,4.602876798,4602.876798
486.503,-1.258,233.588,-179.9684,20.1504,1.7377,4.652908068,4652.908068
486.539,-1.259,233.564,-179.9669,20.1485,1.7393,4.702939337,4702.939337
486.576,-1.261,233.54,-179.9654,20.1466,1.7409,4.752970607,4752.970607
486.613,-1.262,233.515,-179.9638,20.1446,1.7425,4.803001876,4803.001876
486.652,-1.264,233.49,-179.9622,20.1426,1.7442,4.853033146,4853.033146
486.69,-1.265,233.465,-179.9606,20.1405,1.7459,4.903064415,4903.064415
486.73,-1.267,233.439,-179.9589,20.1384,1.7476,4.953095685,4953.095685
486.77,-1.269,233.412,-179.9573,20.1362,1.7494,5.003126954,5003.126954
486.812,-1.27,233.385,-179.9555,20.134,1.7512,5.053158224,5053.158224
486.853,-1.272,233.357,-179.9538,20.1318,1.753,5.103189493,5103.189493
486.896,-1.274,233.329,-179.952,20.1295,1.7549,5.153220763,5153.220763
486.94,-1.275,233.301,-179.9502,20.1272,1.7568,5.203252033,5203.252033
486.984,-1.277,233.272,-179.9484,20.1249,1.7587,5.253283302,5253.283302
487.029,-1.279,233.242,-179.9465,20.1225,1.7607,5.303314572,5303.314572
487.074,-1.281,233.212,-179.9446,20.12,1.7627,5.353345841,5353.345841
487.121,-1.282,233.181,-179.9426,20.1176,1.7647,5.403377111,5403.377111
487.168,-1.284,233.15,-179.9407,20.115,1.7668,5.45340838,5453.40838
487.217,-1.286,233.118,-179.9387,20.1125,1.7689,5.50343965,5503.43965
487.266,-1.288,233.086,-179.9366,20.1099,1.771,5.553470919,5553.470919
487.315,-1.29,233.053,-179.9345,20.1072,1.7732,5.603502189,5603.502189
487.366,-1.292,233.02,-179.9324,20.1045,1.7754,5.653533458,5653.533458
487.418,-1.294,232.986,-179.9303,20.1018,1.7776,5.703564728,5703.564728
487.47,-1.296,232.952,-179.9281,20.099,1.7799,5.753595997,5753.595997
487.523,-1.298,232.917,-179.9259,20.0961,1.7822,5.803627267,5803.627267
487.577,-1.301,232.881,-179.9236,20.0933,1.7846,5.853658537,5853.658537
487.632,-1.303,232.845,-179.9214,20.0904,1.787,5.903689806,5903.689806
487.687,-1.305,232.808,-179.919,20.0874,1.7894,5.953721076,5953.721076
487.744,-1.307,232.771,-179.9167,20.0844,1.7919,6.003752345,6003.752345
487.801,-1.309,232.733,-179.9143,20.0813,1.7944,6.053783615,6053.783615
487.86,-1.312,232.695,-179.9119,20.0782,1.7969,6.103814884,6103.814884
487.919,-1.314,232.656,-179.9094,20.0751,1.7995,6.153846154,6153.846154
487.979,-1.316,232.616,-179.9069,20.0719,1.8021,6.203877423,6203.877423
488.04,-1.319,232.576,-179.9043,20.0686,1.8048,6.253908693,6253.908693
488.102,-1.321,232.536,-179.9018,20.0653,1.8075,6.303939962,6303.939962
488.164,-1.324,232.494,-179.8992,20.062,1.8102,6.353971232,6353.971232
488.228,-1.326,232.452,-179.8965,20.0586,1.813,6.404002502,6404.002502
488.293,-1.329,232.41,-179.8938,20.0551,1.8158,6.454033771,6454.033771
488.358,-1.331,232.367,-179.8911,20.0517,1.8187,6.504065041,6504.065041
488.424,-1.334,232.323,-179.8883,20.0481,1.8216,6.55409631,6554.09631
488.492,-1.337,232.279,-179.8855,20.0445,1.8245,6.60412758,6604.12758
488.56,-1.339,232.234,-179.8827,20.0409,1.8275,6.654158849,6654.158849
488.629,-1.342,232.188,-179.8798,20.0372,1.8305,6.704190119,6704.190119
488.699,-1.345,232.142,-179.8769,20.0335,1.8335,6.754221388,6754.221388
488.77,-1.348,232.096,-179.874,20.0297,1.8366,6.804252658,6804.252658
488.842,-1.351,232.048,-179.871,20.0259,1.8398,6.854283927,6854.283927
488.915,-1.353,232,-179.8679,20.022,1.8429,6.904315197,6904.315197
488.989,-1.356,231.952,-179.8649,20.018,1.8462,6.954346467,6954.346467
489.064,-1.359,231.902,-179.8617,20.014,1.8494,7.004377736,7004.377736
489.139,-1.362,231.852,-179.8586,20.01,1.8527,7.054409006,7054.409006
489.216,-1.365,231.802,-179.8554,20.0059,1.8561,7.104440275,7104.440275
489.294,-1.368,231.751,-179.8522,20.0018,1.8594,7.154471545,7154.471545
489.372,-1.372,231.699,-179.8489,19.9976,1.8629,7.204502814,7204.502814
489.452,-1.375,231.647,-179.8456,19.9933,1.8663,7.254534084,7254.534084
489.533,-1.378,231.593,-179.8422,19.989,1.8698,7.304565353,7304.565353
489.614,-1.381,231.54,-179.8389,19.9847,1.8734,7.354596623,7354.596623
489.697,-1.384,231.485,-179.8354,19.9803,1.877,7.404627892,7404.627892
489.78,-1.388,231.43,-179.8319,19.9758,1.8806,7.454659162,7454.659162
489.865,-1.391,231.375,-179.8284,19.9713,1.8843,7.504690432,7504.690432
489.951,-1.394,231.318,-179.8249,19.9667,1.888,7.554721701,7554.721701
490.037,-1.398,231.261,-179.8213,19.9621,1.8918,7.604752971,7604.752971
490.125,-1.401,231.203,-179.8176,19.9574,1.8956,7.65478424,7654.78424
490.214,-1.405,231.145,-179.814,19.9527,1.8995,7.70481551,7704.81551
490.303,-1.408,231.086,-179.8102,19.9479,1.9034,7.754846779,7754.846779
490.394,-1.412,231.026,-179.8065,19.9431,1.9073,7.804878049,7804.878049
490.486,-1.416,230.966,-179.8027,19.9382,1.9113,7.854909318,7854.909318
490.578,-1.419,230.905,-179.7988,19.9332,1.9153,7.904940588,7904.940588
490.672,-1.423,230.843,-179.7949,19.9282,1.9194,7.954971857,7954.971857
490.767,-1.427,230.781,-179.791,19.9232,1.9235,8.005003127,8005.003127
490.863,-1.43,230.718,-179.787,19.918,1.9277,8.055034396,8055.034396
490.96,-1.434,230.654,-179.783,19.9129,1.9319,8.105065666,8105.065666
491.058,-1.438,230.589,-179.7789,19.9076,1.9362,8.155096936,8155.096936
491.157,-1.442,230.524,-179.7748,19.9024,1.9405,8.205128205,8205.128205
491.257,-1.446,230.458,-179.7707,19.897,1.9448,8.255159475,8255.159475
491.358,-1.45,230.392,-179.7665,19.8916,1.9492,8.305190744,8305.190744
491.46,-1.454,230.324,-179.7622,19.8862,1.9536,8.355222014,8355.222014
491.563,-1.458,230.256,-179.758,19.8806,1.9581,8.405253283,8405.253283
491.668,-1.462,230.188,-179.7536,19.8751,1.9626,8.455284553,8455.284553
491.773,-1.466,230.118,-179.7493,19.8694,1.9672,8.505315822,8505.315822
491.88,-1.471,230.048,-179.7449,19.8638,1.9718,8.555347092,8555.347092
491.987,-1.475,229.977,-179.7404,19.858,1.9765,8.605378361,8605.378361
492.096,-1.479,229.906,-179.7359,19.8522,1.9812,8.655409631,8655.409631
492.206,-1.484,229.834,-179.7314,19.8464,1.986,8.705440901,8705.440901
492.317,-1.488,229.761,-179.7268,19.8404,1.9908,8.75547217,8755.47217
492.428,-1.492,229.687,-179.7221,19.8345,1.9956,8.80550344,8805.50344
492.541,-1.497,229.612,-179.7175,19.8284,2.0005,8.855534709,8855.534709
492.656,-1.501,229.537,-179.7127,19.8223,2.0055,8.905565979,8905.565979
492.771,-1.506,229.461,-179.708,19.8162,2.0105,8.955597248,8955.597248
492.887,-1.511,229.385,-179.7031,19.8099,2.0155,9.005628518,9005.628518
493.005,-1.515,229.308,-179.6983,19.8037,2.0206,9.055659787,9055.659787
493.123,-1.52,229.229,-179.6934,19.7973,2.0258,9.105691057,9105.691057
493.243,-1.525,229.151,-179.6884,19.7909,2.0309,9.155722326,9155.722326
493.364,-1.529,229.071,-179.6834,19.7845,2.0362,9.205753596,9205.753596
493.486,-1.534,228.991,-179.6784,19.778,2.0415,9.255784866,9255.784866
493.609,-1.539,228.91,-179.6733,19.7714,2.0468,9.305816135,9305.816135
493.733,-1.544,228.828,-179.6682,19.7647,2.0522,9.355847405,9355.847405
493.858,-1.549,228.746,-179.663,19.758,2.0576,9.405878674,9405.878674
493.985,-1.554,228.662,-179.6578,19.7513,2.0631,9.455909944,9455.909944
494.112,-1.559,228.578,-179.6525,19.7445,2.0686,9.505941213,9505.941213
494.241,-1.564,228.494,-179.6472,19.7376,2.0742,9.555972483,9555.972483
494.371,-1.569,228.408,-179.6418,19.7306,2.0798,9.606003752,9606.003752
494.502,-1.574,228.322,-179.6364,19.7236,2.0854,9.656035022,9656.035022
494.634,-1.58,228.235,-179.631,19.7166,2.0912,9.706066291,9706.066291
494.767,-1.585,228.147,-179.6255,19.7094,2.0969,9.756097561,9756.097561
494.902,-1.59,228.059,-179.6199,19.7022,2.1027,9.806128831,9806.128831
495.037,-1.596,227.969,-179.6143,19.695,2.1086,9.8561601,9856.1601
495.174,-1.601,227.879,-179.6087,19.6877,2.1145,9.90619137,9906.19137
495.312,-1.606,227.789,-179.603,19.6803,2.1205,9.956222639,9956.222639
495.451,-1.612,227.697,-179.5973,19.6729,2.1265,10.00625391,10006.25391
495.591,-1.617,227.605,-179.5915,19.6654,2.1325,10.05628518,10056.28518
495.733,-1.623,227.512,-179.5857,19.6578,2.1386,10.10631645,10106.31645
495.875,-1.629,227.418,-179.5798,19.6502,2.1448,10.15634772,10156.34772
496.019,-1.634,227.323,-179.5739,19.6425,2.151,10.20637899,10206.37899
496.164,-1.64,227.228,-179.5679,19.6347,2.1572,10.25641026,10256.41026
496.31,-1.646,227.131,-179.5619,19.6269,2.1636,10.30644153,10306.44153
496.457,-1.652,227.034,-179.5558,19.619,2.1699,10.3564728,10356.4728
496.606,-1.658,226.937,-179.5497,19.6111,2.1763,10.40650407,10406.50407
496.755,-1.663,226.838,-179.5435,19.603,2.1828,10.45653533,10456.53533
496.906,-1.669,226.739,-179.5373,19.595,2.1893,10.5065666,10506.5666
497.058,-1.675,226.639,-179.5311,19.5868,2.1958,10.55659787,10556.59787
497.211,-1.681,226.538,-179.5248,19.5786,2.2024,10.60662914,10606.62914
497.366,-1.688,226.436,-179.5184,19.5704,2.2091,10.65666041,10656.66041
497.521,-1.694,226.334,-179.512,19.562,2.2158,10.70669168,10706.69168
497.678,-1.7,226.231,-179.5056,19.5536,2.2225,10.75672295,10756.72295
497.836,-1.706,226.127,-179.4991,19.5452,2.2293,10.80675422,10806.75422
497.995,-1.712,226.022,-179.4926,19.5366,2.2362,10.85678549,10856.78549
498.155,-1.719,225.916,-179.486,19.528,2.2431,10.90681676,10906.81676
498.317,-1.725,225.81,-179.4794,19.5194,2.25,10.95684803,10956.84803
498.48,-1.732,225.703,-179.4727,19.5107,2.257,11.0068793,11006.8793
498.644,-1.738,225.595,-179.4659,19.5019,2.2641,11.05691057,11056.91057
498.809,-1.745,225.486,-179.4592,19.493,2.2712,11.10694184,11106.94184
498.975,-1.751,225.377,-179.4523,19.4841,2.2784,11.15697311,11156.97311
499.143,-1.758,225.266,-179.4455,19.4751,2.2856,11.20700438,11207.00438
499.311,-1.765,225.155,-179.4385,19.4661,2.2928,11.25703565,11257.03565
499.481,-1.771,225.043,-179.4316,19.457,2.3001,11.30706692,11307.06692
499.653,-1.778,224.931,-179.4246,19.4478,2.3075,11.35709819,11357.09819
499.825,-1.785,224.817,-179.4175,19.4385,2.3149,11.40712946,11407.12946
499.999,-1.792,224.703,-179.4104,19.4292,2.3223,11.45716073,11457.16073
500.173,-1.799,224.588,-179.4032,19.4198,2.3299,11.50719199,11507.19199
500.35,-1.806,224.472,-179.396,19.4104,2.3374,11.55722326,11557.22326
500.527,-1.813,224.355,-179.3887,19.4009,2.345,11.60725453,11607.25453
500.705,-1.82,224.238,-179.3814,19.3913,2.3527,11.6572858,11657.2858
500.885,-1.827,224.119,-179.3741,19.3816,2.3604,11.70731707,11707.31707
501.066,-1.834,224,-179.3667,19.3719,2.3682,11.75734834,11757.34834
501.248,-1.841,223.88,-179.3592,19.3622,2.376,11.80737961,11807.37961
501.432,-1.848,223.759,-179.3517,19.3523,2.3838,11.85741088,11857.41088
501.616,-1.856,223.638,-179.3442,19.3424,2.3917,11.90744215,11907.44215
501.802,-1.863,223.515,-179.3366,19.3324,2.3997,11.95747342,11957.47342
501.989,-1.87,223.392,-179.3289,19.3224,2.4077,12.00750469,12007.50469
502.177,-1.878,223.268,-179.3212,19.3123,2.4158,12.05753596,12057.53596
502.367,-1.885,223.144,-179.3135,19.3021,2.4239,12.10756723,12107.56723
502.558,-1.893,223.018,-179.3057,19.2918,2.4321,12.1575985,12157.5985
502.75,-1.901,222.892,-179.2979,19.2815,2.4403,12.20762977,12207.62977
502.943,-1.908,222.764,-179.29,19.2711,2.4486,12.25766104,12257.66104
503.137,-1.916,222.636,-179.2821,19.2607,2.4569,12.30769231,12307.69231
503.333,-1.924,222.507,-179.2741,19.2502,2.4652,12.35772358,12357.72358
503.53,-1.931,222.378,-179.266,19.2396,2.4737,12.40775485,12407.75485
503.728,-1.939,222.247,-179.258,19.229,2.4821,12.45778612,12457.78612
503.927,-1.947,222.116,-179.2498,19.2182,2.4907,12.50781739,12507.81739
504.128,-1.955,221.984,-179.2417,19.2074,2.4992,12.55784866,12557.84866
504.33,-1.963,221.851,-179.2334,19.1966,2.5079,12.60787992,12607.87992
504.533,-1.971,221.717,-179.2252,19.1857,2.5165,12.65791119,12657.91119
504.737,-1.979,221.583,-179.2169,19.1747,2.5253,12.70794246,12707.94246
504.943,-1.987,221.447,-179.2085,19.1636,2.534,12.75797373,12757.97373
505.15,-1.995,221.311,-179.2001,19.1525,2.5429,12.808005,12808.005
505.358,-2.004,221.174,-179.1916,19.1413,2.5517,12.85803627,12858.03627
505.567,-2.012,221.037,-179.1831,19.1301,2.5607,12.90806754,12908.06754
505.778,-2.02,220.898,-179.1745,19.1187,2.5696,12.95809881,12958.09881
505.989,-2.029,220.759,-179.1659,19.1073,2.5787,13.00813008,13008.13008
506.203,-2.037,220.618,-179.1573,19.0959,2.5877,13.05816135,13058.16135
506.417,-2.046,220.477,-179.1486,19.0843,2.5969,13.10819262,13108.19262
506.632,-2.054,220.335,-179.1398,19.0727,2.606,13.15822389,13158.22389
506.849,-2.063,220.193,-179.131,19.0611,2.6153,13.20825516,13208.25516
507.067,-2.071,220.049,-179.1222,19.0493,2.6246,13.25828643,13258.28643
507.286,-2.08,219.905,-179.1133,19.0375,2.6339,13.3083177,13308.3177
507.507,-2.089,219.76,-179.1044,19.0257,2.6433,13.35834897,13358.34897
507.728,-2.097,219.614,-179.0954,19.0137,2.6527,13.40838024,13408.38024
507.951,-2.106,219.467,-179.0863,19.0017,2.6622,13.45841151,13458.41151
508.175,-2.115,219.319,-179.0772,18.9896,2.6717,13.50844278,13508.44278
508.401,-2.124,219.171,-179.0681,18.9775,2.6813,13.55847405,13558.47405
508.628,-2.133,219.022,-179.0589,18.9653,2.6909,13.60850532,13608.50532
508.855,-2.142,218.872,-179.0497,18.953,2.7006,13.65853659,13658.53659
509.085,-2.151,218.721,-179.0404,18.9406,2.7103,13.70856785,13708.56785
509.315,-2.16,218.569,-179.0311,18.9282,2.7201,13.75859912,13758.59912
509.547,-2.169,218.417,-179.0217,18.9157,2.7299,13.80863039,13808.63039
509.78,-2.179,218.263,-179.0123,18.9032,2.7398,13.85866166,13858.66166
510.014,-2.188,218.109,-179.0029,18.8905,2.7497,13.90869293,13908.69293
510.249,-2.197,217.954,-178.9934,18.8779,2.7597,13.9587242,13958.7242
510.486,-2.206,217.798,-178.9838,18.8651,2.7697,14.00875547,14008.75547
510.723,-2.216,217.642,-178.9742,18.8523,2.7798,14.05878674,14058.78674
510.962,-2.225,217.484,-178.9646,18.8394,2.7899,14.10881801,14108.81801
511.203,-2.235,217.326,-178.9549,18.8264,2.8001,14.15884928,14158.84928
511.444,-2.244,217.167,-178.9451,18.8134,2.8103,14.20888055,14208.88055
511.687,-2.254,217.007,-178.9353,18.8003,2.8206,14.25891182,14258.91182
511.931,-2.264,216.847,-178.9255,18.7871,2.8309,14.30894309,14308.94309
512.176,-2.273,216.685,-178.9156,18.7739,2.8413,14.35897436,14358.97436
512.423,-2.283,216.523,-178.9057,18.7605,2.8517,14.40900563,14409.00563
512.67,-2.293,216.36,-178.8957,18.7472,2.8622,14.4590369,14459.0369
512.919,-2.303,216.196,-178.8857,18.7337,2.8727,14.50906817,14509.06817
513.169,-2.313,216.031,-178.8756,18.7202,2.8833,14.55909944,14559.09944
513.421,-2.323,215.866,-178.8655,18.7066,2.8939,14.60913071,14609.13071
513.673,-2.332,215.699,-178.8553,18.693,2.9046,14.65916198,14659.16198
513.927,-2.343,215.532,-178.8451,18.6793,2.9153,14.70919325,14709.19325
514.182,-2.353,215.364,-178.8349,18.6655,2.926,14.75922452,14759.22452
514.439,-2.363,215.196,-178.8246,18.6516,2.9368,14.80925578,14809.25578
514.696,-2.373,215.026,-178.8142,18.6377,2.9477,14.85928705,14859.28705
514.955,-2.383,214.856,-178.8039,18.6237,2.9586,14.90931832,14909.31832
515.215,-2.393,214.685,-178.7934,18.6097,2.9696,14.95934959,14959.34959
515.476,-2.404,214.513,-178.7829,18.5955,2.9806,15.00938086,15009.38086
515.739,-2.414,214.34,-178.7724,18.5813,2.9916,15.05941213,15059.41213
516.002,-2.425,214.166,-178.7618,18.5671,3.0027,15.1094434,15109.4434
516.267,-2.435,213.992,-178.7512,18.5528,3.0139,15.15947467,15159.47467
516.533,-2.446,213.817,-178.7406,18.5384,3.025,15.20950594,15209.50594
516.8,-2.456,213.641,-178.7299,18.5239,3.0363,15.25953721,15259.53721
517.069,-2.467,213.464,-178.7191,18.5094,3.0476,15.30956848,15309.56848
517.339,-2.477,213.286,-178.7083,18.4948,3.0589,15.35959975,15359.59975
517.61,-2.488,213.108,-178.6975,18.4801,3.0703,15.40963102,15409.63102
517.882,-2.499,212.929,-178.6866,18.4654,3.0817,15.45966229,15459.66229
518.155,-2.51,212.749,-178.6757,18.4506,3.0932,15.50969356,15509.69356
518.43,-2.521,212.568,-178.6647,18.4357,3.1047,15.55972483,15559.72483
518.705,-2.531,212.387,-178.6537,18.4207,3.1163,15.6097561,15609.7561
518.982,-2.542,212.204,-178.6426,18.4057,3.1279,15.65978737,15659.78737
519.261,-2.553,212.021,-178.6315,18.3907,3.1395,15.70981864,15709.81864
519.54,-2.564,211.837,-178.6204,18.3755,3.1513,15.75984991,15759.84991
519.821,-2.576,211.652,-178.6092,18.3603,3.163,15.80988118,15809.88118
520.102,-2.587,211.467,-178.598,18.345,3.1748,15.85991245,15859.91245
520.385,-2.598,211.281,-178.5867,18.3297,3.1866,15.90994371,15909.94371
520.669,-2.609,211.093,-178.5754,18.3143,3.1985,15.95997498,15959.97498
520.955,-2.62,210.906,-178.564,18.2988,3.2105,16.01000625,16010.00625
521.241,-2.632,210.717,-178.5526,18.2833,3.2225,16.06003752,16060.03752
521.529,-2.643,210.527,-178.5411,18.2677,3.2345,16.11006879,16110.06879
521.818,-2.655,210.337,-178.5297,18.252,3.2466,16.16010006,16160.10006
522.108,-2.666,210.146,-178.5181,18.2363,3.2587,16.21013133,16210.13133
522.399,-2.678,209.954,-178.5065,18.2204,3.2708,16.2601626,16260.1626
522.692,-2.689,209.762,-178.4949,18.2046,3.283,16.31019387,16310.19387
522.986,-2.701,209.569,-178.4833,18.1886,3.2953,16.36022514,16360.22514
523.28,-2.712,209.374,-178.4716,18.1726,3.3076,16.41025641,16410.25641
523.576,-2.724,209.18,-178.4598,18.1565,3.3199,16.46028768,16460.28768
523.874,-2.736,208.984,-178.448,18.1404,3.3323,16.51031895,16510.31895
524.172,-2.748,208.787,-178.4362,18.1242,3.3447,16.56035022,16560.35022
524.471,-2.76,208.59,-178.4243,18.1079,3.3572,16.61038149,16610.38149
524.772,-2.771,208.392,-178.4124,18.0916,3.3697,16.66041276,16660.41276
525.074,-2.783,208.194,-178.4005,18.0752,3.3823,16.71044403,16710.44403
525.377,-2.795,207.994,-178.3885,18.0587,3.3949,16.7604753,16760.4753
525.681,-2.807,207.794,-178.3764,18.0422,3.4075,16.81050657,16810.50657
525.986,-2.819,207.593,-178.3644,18.0256,3.4202,16.86053784,16860.53784
526.293,-2.832,207.391,-178.3522,18.0089,3.433,16.91056911,16910.56911
526.601,-2.844,207.188,-178.3401,17.9922,3.4457,16.96060038,16960.60038
526.909,-2.856,206.985,-178.3279,17.9754,3.4586,17.01063164,17010.63164
527.219,-2.868,206.781,-178.3157,17.9585,3.4714,17.06066291,17060.66291
527.53,-2.88,206.576,-178.3034,17.9416,3.4843,17.11069418,17110.69418
527.843,-2.893,206.371,-178.2911,17.9246,3.4973,17.16072545,17160.72545
