Time
6
1
8
9
8
8
8
8
8
9
8
8
8
8
9
9
9
9
9
9
9
8
7
8
8
9
8
9
8
9
10
8
7
9
8
9
9
9
8
8
8
8
9
9
9
9
8
8
9
7
9
3
10
8
9
8
9
8
8
8
7
6
7
6
9
9
9
8
8
9
9
8
9
8
9
9
8
9
9
9
8
8
8
9
9
8
9
9
8
9
9
8
8
8
9
8
9
8
7
9
7
5
9
8
8
9
9
8
8
8
8
8
8
10
9
8
9
8
10
7
10
8
10
7
10
8
10
8
10
7
10
7
10
8
8
8
10
7
8
9
8
8
9
8
8
8
8
9
9
8
10
4
6
9
7
9
9
10
7
9
8
9
9
7
9
8
8
9
8
8
8
9
8
9
8
8
8
9
7
8
9
9
7
8
8
8
8
8
9
8
9
7
8
8
8
8
8
9
8
9
8
4
9
8
9
8
8
9
9
8
8
8
8
9
8
8
9
8
8
9
8
8
9
8
8
9
8
9
8
8
9
9
9
9
8
8
9
9
8
9
8
9
8
9
8
9
8
9
8
9
2
5
8
9
8
9
8
9
8
9
8
9
8
9
8
10
8
10
7
10
7
10
8
10
7
10
7
9
7
10
7
9
7
9
7
9
7
10
7
10
8
8
8
8
8
9
9
9
9
10
10
6
7
11
7
10
7
9
7
10
7
10
7
10
7
10
7
9
7
10
8
10
7
9
7
10
7
9
8
9
9
9
8
9
6
9
8
9
9
9
8
9
9
9
8
8
8
8
9
9
4
5
8
8
9
8
9
8
8
8
9
8
9
8
9
8
9
8
9
7
9
7
9
7
9
7
9
7
9
7
9
8
8
8
8
8
8
8
8
8
9
8
9
8
8
8
8
8
8
8
9
5
8
9
8
9
8
9
8
9
7
9
7
9
7
9
8
9
8
10
7
10
8
9
7
10
8
10
7
9
7
10
8
9
8
9
7
10
8
10
8
9
8
8
9
9
8
9
8
9
2
4
9
8
9
8
10
8
9
7
9
8
9
9
9
8
9
7
9
8
9
8
10
7
10
7
10
8
10
7
9
7
10
7
10
7
10
7
10
6
9
7
9
7
9
8
10
8
8
8
8
5
8
10
7
10
7
9
8
9
6
9
8
9
8
9
7
8
8
8
8
8
8
9
9
8
9
9
9
9
8
8
9
8
8
9
9
8
9
7
8
7
7
7
9
8
10
8
9
8
7
4
9
8
8
9
8
9
9
8
8
9
9
8
10
7
9
8
8
7
9
8
10
7
9
7
9
7
9
7
9
6
9
7
10
7
10
7
9
7
9
8
8
8
9
8
9
8
7
8
7
3
8
9
7
9
7
9
9
8
8
7
8
7
8
8
8
8
8
7
7
9
7
9
8
9
7
8
8
7
9
7
8
8
8
10
7
9
7
9
7
9
8
9
8
9
8
8
8
10
7
5
7
8
9
9
9
9
9
8
9
8
7
9
8
9
8
9
7
8
8
9
8
11
7
10
7
10
6
10
7
10
7
10
7
10
7
10
6
10
7
9
7
10
7
8
7
9
7
8
6
4
9
8
8
9
9
8
8
9
9
8
9
8
8
9
8
8
8
8
9
9
9
8
8
9
9
8
8
8
8
9
8
8
8
8
9
8
8
9
8
8
8
9
8
9
8
9
8
9
7
4
8
8
9
8
8
8
8
9
9
8
9
8
9
8
8
9
9
8
9
8
8
9
8
9
7
8
8
8
9
8
8
9
8
8
8
8
9
8
9
9
9
8
8
8
8
8
8
9
7
4
9
9
8
8
8
9
8
9
8
9
7
9
8
9
8
9
7
9
8
9
8
9
8
8
8
9
8
9
8
9
8
10
7
9
7
10
7
10
7
9
8
9
7
9
8
9
8
9
5
5
7
10
8
10
8
10
7
10
7
10
7
9
9
9
9
9
8
10
7
8
8
8
8
9
9
9
9
9
9
9
9
7
9
9
8
8
8
9
8
8
9
9
9
9
9
9
9
9
7
4
10
7
10
7
10
7
10
7
9
8
9
8
10
7
9
8
9
7
9
8
10
7
9
9
8
8
9
8
8
8
8
8
8
9
8
8
9
8
8
8
8
8
8
9
9
8
8
8
4
2
9
7
9
8
9
8
9
8
9
7
10
8
8
9
8
8
9
8
8
9
9
8
9
8
8
8
8
9
8
9
9
9
9
8
8
8
9
9
9
9
9
8
8
8
7
8
9
8
6
4
9
9
8
9
9
8
8
8
8
8
9
9
9
9
9
8
9
8
9
8
9
8
10
7
9
8
8
8
9
7
9
8
9
7
9
7
9
7
10
7
10
7
9
7
10
8
9
8
5
6
8
10
8
9
8
9
7
10
7
9
8
9
7
9
7
10
8
9
9
8
9
9
9
8
9
8
7
9
8
9
9
8
9
9
9
9
9
7
9
8
9
7
10
8
8
8
8
8
3
4
9
8
8
9
9
9
8
8
8
9
9
8
9
9
8
8
8
9
8
9
8
8
8
9
8
9
8
10
7
10
8
9
8
10
7
9
8
9
8
9
8
8
7
9
7
9
7
9
10
4
9
8
8
8
8
9
9
8
9
8
8
8
8
9
9
8
8
9
8
9
8
9
8
8
8
9
7
9
8
10
7
9
7
9
7
9
8
8
8
9
8
9
8
9
9
9
9
9
9
4
9
9
9
8
8
9
8
8
9
9
7
9
8
9
8
9
8
9
8
9
7
10
8
10
8
9
8
9
7
9
7
10
8
10
8
9
8
10
7
10
8
10
7
9
8
10
7
9
10
6
8
10
7
8
9
10
8
9
8
9
7
9
7
9
7
9
7
10
8
9
10
8
8
8
9
9
8
9
9
9
8
8
8
9
9
9
8
8
8
8
8
8
8
8
8
8
8
8
7
5
8
9
9
9
9
9
8
8
9
9
9
9
8
8
9
8
9
9
9
9
9
9
8
8
8
8
9
8
8
8
9
9
9
8
8
8
9
9
8
8
8
9
8
9
8
9
8
9
5
5
9
8
9
8
9
8
9
8
9
7
9
7
9
8
9
8
9
8
9
7
9
7
9
8
9
7
9
7
9
8
9
8
9
7
10
8
9
8
10
8
9
7
9
7
9
7
10
7
11
5
7
9
7
9
8
9
7
10
7
10
7
10
7
9
8
10
8
9
8
9
8
9
9
9
8
9
9
9
8
8
8
8
9
9
9
9
9
8
8
8
7
8
9
9
9
8
9
9
6
4
9
7
8
8
8
8
9
8
9
8
9
8
9
9
9
9
8
8
9
9
8
8
9
9
9
8
8
9
8
8
8
9
8
8
8
8
8
8
8
8
9
9
9
9
8
9
8
9
9
4
8
9
9
9
9
9
8
8
9
9
8
8
8
9
9
8
9
9
8
9
9
8
9
8
8
8
9
8
10
7
9
9
9
8
9
7
9
7
10
8
9
7
9
7
9
8
9
8
11
5
8
9
9
9
9
9
7
9
8
9
8
9
8
9
8
9
8
10
8
9
8
10
7
9
8
10
7
9
7
10
7
9
7
9
8
10
8
8
8
8
8
9
8
9
9
9
9
8
4
6
8
10
8
9
9
8
8
8
9
8
8
8
9
9
9
9
8
9
7
8
9
9
9
9
8
8
8
8
8
9
9
9
9
8
9
8
8
9
9
8
10
8
9
8
9
7
9
9
11
4
9
8
8
8
9
9
8
8
8
9
8
8
8
8
8
8
9
8
8
8
8
8
8
9
9
9
8
8
9
8
9
8
8
8
9
9
8
8
8
8
8
8
8
8
9
9
8
8
4
3
10
6
10
8
8
7
9
7
10
7
9
6
10
7
10
7
9
8
8
9
8
8
7
8
9
8
8
9
9
8
9
9
9
9
8
9
8
9
8
8
8
8
8
8
8
9
9
9
3
4
10
7
10
7
10
6
9
9
16
10
10
5
8
10
8
9
8
8
7
9
8
8
9
9
8
9
7
10
8
9
7
10
8
7
9
9
8
9
8
9
9
8
8
9
9
9
8
9
9
4
8
9
7
8
8
9
8
9
8
9
8
8
9
9
9
9
8
9
8
9
8
8
7
8
8
9
8
9
9
7
9
9
9
8
9
8
9
8
9
8
9
8
9
7
9
9
9
7
4
4
9
7
9
8
10
7
9
8
9
7
9
7
9
8
10
8
9
8
9
8
10
7
8
7
9
8
9
7
9
8
9
8
8
8
8
9
7
9
8
9
8
9
9
8
8
9
9
8
6
5
9
9
8
9
8
9
9
8
9
9
8
9
9
8
8
8
9
8
9
9
8
8
8
8
8
8
9
9
9
8
8
8
8
9
9
9
9
8
8
9
7
9
8
9
8
9
8
10
3
5
8
9
8
10
8
9
8
8
8
8
8
10
8
9
8
10
8
9
7
9
7
10
7
10
7
10
8
10
7
10
8
9
9
8
9
8
9
8
9
7
10
7
9
8
10
8
10
8
5
2
9
9
9
9
8
8
9
9
9
8
9
9
8
10
8
9
7
10
8
9
7
9
8
10
8
9
8
9
8
8
7
9
7
9
7
9
7
9
7
10
7
9
8
10
8
9
9
9
10
6
7
9
7
10
7
10
8
11
8
8
8
9
8
8
9
9
8
8
8
9
9
9
8
8
8
9
9
7
10
8
8
7
10
8
9
7
8
8
11
6
10
7
9
8
10
8
10
8
11
5
8
9
9
9
9
9
8
8
9
9
9
8
9
7
9
7
9
8
9
8
9
8
9
8
10
7
9
8
10
7
9
8
10
7
10
7
10
8
9
7
10
6
10
6
10
7
