Xx,Xy,Xz,Yx,Yy,Yz,Zx,Zy,Zz,Px,Py,Pz
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,-0.001,0,-0.001,0,0.001,0,-0.001,0,-0.699,-0.267,0.255
0,-0.003,0,-0.002,0,0.002,0,-0.001,0,-1.204,-0.458,0.469
0,-0.003,0,-0.002,0,0.002,0,-0.001,0,-1.375,-0.507,0.538
0,-0.002,0,-0.002,0,0.002,0,-0.001,0,-1.21,-0.435,0.466
0,-0.002,0,-0.002,0,0.002,0,-0.001,0,-1.218,-0.429,0.46
0,-0.002,0,-0.002,0,0.002,0,-0.001,0,-1.224,-0.416,0.465
0,-0.002,0,-0.002,0,0.002,0,-0.001,0,-1.214,-0.406,0.471
0,-0.003,0,-0.002,0,0.002,0,-0.001,0,-1.397,-0.44,0.545
0,-0.002,0,-0.002,0,0.002,0,-0.001,0,-1.231,-0.374,0.462
0,-0.002,0,-0.002,0,0.002,0,-0.001,0,-1.23,-0.362,0.469
0,-0.002,0,-0.002,0,0.002,0,-0.001,0,-1.233,-0.349,0.469
0,-0.002,0,-0.002,0,0.002,0,-0.001,0,-1.237,-0.336,0.473
0,-0.002,0,-0.002,0,0.002,0,-0.001,0,-1.239,-0.323,0.471
0,-0.002,-0.001,-0.002,0,0.002,0,-0.001,0,-1.24,-0.311,0.466
0,-0.002,-0.001,-0.002,0,0.002,0,-0.001,0,-1.246,-0.298,0.472
0,-0.002,-0.001,-0.002,0,0.002,0,-0.001,0,-1.248,-0.285,0.473
0,-0.002,-0.001,-0.002,0,0.002,0,-0.001,0,-1.253,-0.27,0.476
0,-0.002,-0.001,-0.002,0,0.002,0,-0.001,0,-1.255,-0.258,0.475
0,-0.002,-0.001,-0.002,0,0.002,0,-0.001,0,-1.436,-0.276,0.554
0,-0.002,-0.001,-0.002,0,0.002,0,-0.001,0,-1.261,-0.229,0.478
0,-0.002,-0.001,-0.001,0,0.002,0,-0.001,0,-1.271,-0.214,0.478
0,-0.002,-0.001,-0.001,0,0.002,0,-0.001,0,-1.262,-0.2,0.489
0,-0.002,-0.001,-0.001,0,0.002,0,-0.001,0,-1.263,-0.187,0.485
0,-0.002,-0.001,-0.002,-0.001,0.002,-0.001,-0.002,0,-1.635,-0.218,0.627
0,-0.002,-0.001,-0.001,0,0.002,0,-0.001,0,-1.283,-0.162,0.482
0,-0.002,-0.001,-0.001,0,0.002,-0.001,-0.001,0,-1.285,-0.132,0.486
0,-0.002,-0.001,-0.001,-0.001,0.002,-0.001,-0.001,0,-1.461,-0.15,0.568
0,-0.002,-0.001,-0.001,0,0.002,-0.001,-0.001,0,-1.286,-0.11,0.498
0,-0.002,-0.001,-0.001,0,0.002,-0.001,-0.001,0,-1.289,-0.094,0.485
0,-0.002,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.288,-0.079,0.495
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.29,-0.063,0.499
0,-0.002,-0.001,-0.001,-0.001,0.002,-0.001,-0.001,0,-1.478,-0.06,0.572
0,-0.001,-0.001,-0.001,-0.001,0.001,-0.001,-0.001,0,-1.291,-0.032,0.496
0,-0.001,-0.001,-0.001,-0.001,0.001,-0.001,-0.001,0,-1.295,-0.014,0.504
0,-0.001,-0.001,-0.001,-0.001,0.001,-0.001,-0.001,0,-1.302,0.006,0.501
0,-0.001,-0.001,-0.001,-0.001,0.001,-0.001,-0.001,0,-1.307,0.024,0.51
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.296,0.039,0.523
0,-0.001,-0.001,-0.001,-0.001,0.001,-0.001,-0.001,0,-1.31,0.058,0.516
0,-0.001,-0.001,-0.001,-0.001,0.001,-0.001,-0.001,0,-1.489,0.085,0.589
0,-0.001,-0.001,-0.001,-0.001,0.001,-0.001,-0.001,0,-1.488,0.104,0.608
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.308,0.111,0.536
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.304,0.126,0.525
0,-0.001,-0.002,-0.001,-0.001,0.001,-0.001,-0.001,0,-1.67,0.178,0.692
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.306,0.165,0.54
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.306,0.184,0.544
0,-0.001,-0.002,-0.001,-0.001,0.001,-0.001,-0.001,0,-1.488,0.238,0.632
0,-0.001,-0.002,-0.001,-0.001,0.001,-0.001,-0.001,0,-1.488,0.247,0.635
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.299,0.242,0.56
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.305,0.265,0.565
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.312,0.284,0.567
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.302,0.299,0.566
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.302,0.318,0.578
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.303,0.338,0.592
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.3,0.356,0.59
0,-0.001,-0.002,-0.001,0,0.001,-0.001,-0.001,0,-1.478,0.428,0.681
0,0,-0.001,0,0,0.001,-0.001,-0.001,0,-1.298,0.387,0.597
0,0,-0.001,0,0,0.001,-0.001,-0.001,0,-1.294,0.414,0.606
0,0,-0.002,-0.001,0,0.001,-0.001,-0.001,0,-1.658,0.551,0.791
0,0,-0.001,0,0,0.001,-0.001,-0.001,0,-1.287,0.453,0.619
0,0,-0.001,0,0,0.001,-0.001,-0.001,0,-1.277,0.472,0.627
0,0,-0.001,0,0,0.001,-0.001,-0.001,0,-1.288,0.495,0.631
0,0,-0.001,0,0,0.001,-0.001,-0.001,0,-1.284,0.525,0.639
0,0,-0.001,0,0,0.001,-0.001,-0.001,0,-1.273,0.534,0.646
0,0,-0.001,0,0,0.001,-0.001,-0.001,0,-1.269,0.553,0.653
0,0,-0.001,0,0,0,-0.001,-0.001,0,-1.271,0.586,0.66
0,0,-0.001,0,0,0,-0.001,-0.001,0,-1.26,0.592,0.668
0,0,-0.001,0,0,0,-0.001,-0.001,0,-1.254,0.613,0.676
0,0,-0.002,0,0,0.001,-0.002,-0.001,0,-1.781,0.895,0.977
0,0,-0.001,0,0,0,-0.001,-0.001,0,-1.248,0.656,0.683
0,0,-0.002,0,0,0,-0.002,-0.001,0,-1.584,0.854,0.9
0,0,-0.001,0,0,0,-0.001,-0.001,0,-1.235,0.69,0.704
0,0,-0.001,0,0,0,-0.001,-0.001,0,-1.225,0.712,0.715
0,0,-0.002,0,0,0,-0.002,-0.001,0,-1.74,1.037,1.037
0,0,-0.001,0,0,0,-0.001,-0.001,0,-1.217,0.757,0.725
0,0,-0.001,0,0,0,-0.001,-0.001,0,-1.204,0.772,0.741
0,0,-0.001,0,0,0,-0.001,-0.001,0,-1.197,0.79,0.749
0,0,-0.001,0,0,0,-0.001,-0.001,0,-1.195,0.814,0.758
0,0,-0.001,0,0,0,-0.001,-0.001,0,-1.185,0.834,0.759
0,0,-0.001,0,0,0,-0.001,-0.001,0,-1.171,0.849,0.777
0,0.001,-0.002,0,0,0,-0.002,-0.001,0,-1.494,1.12,1.01
0,0.001,-0.001,0,0,0,-0.001,-0.001,0,-1.158,0.893,0.787
0,0.001,-0.001,0,0,0,-0.001,0,0,-1.147,0.914,0.797
