Xx,Xy,Xz,Yx,Yy,Yz,Zx,Zy,Zz,Px,Py,Pz
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.015,0,-0.026
0,0,0,0,0,0,0,0,0,-0.167,-0.058,0.036
0,0,0,0,0,0,0,0,0,-0.2,-0.072,0.045
0,0,0,0,0,0,0,0,0,-0.167,-0.057,0.035
0,0,0,0,0,0,0,0,0,-0.168,-0.057,0.036
0,0,0,0,0,0,0,0,0,-0.175,-0.062,0.034
0,0,0,0,0,0,0,0,0,-0.175,-0.061,0.034
0,0,0,0,0,0,0,0,0,-0.176,-0.055,0.034
0,0,0,0,0,0,0,0,0,-0.192,-0.071,0.047
0,0,0,0,0,0,0,0,0,-0.168,-0.062,0.036
0,0,0,0,0,0,0,0,0,-0.189,-0.071,0.055
0,0,0,0,0,0,0,0,0,-0.165,-0.063,0.045
0,0,0,0,0,0,0,0,0,-0.165,-0.061,0.045
0,0,0,0,0,0,0,0,0,-0.17,-0.06,0.039
0,0,0,0,0,0,0,0,0,-0.165,-0.055,0.044
0,0,0,0,0,0,0,0,0,-0.176,-0.06,0.034
0,0,0,0,0,0,0,0,0,-0.19,-0.062,0.042
0,0,0,0,0,0,0,0,0,-0.239,-0.079,0.064
0,0,0,0,0,0,0,0,0,-0.176,-0.053,0.034
0,0,0,0,0,0,0,0,0,-0.169,-0.059,0.036
0,0,0,0,0,0,0,0,0,-0.169,-0.06,0.036
0,0,0,0,0,0,0,0,0,-0.194,-0.067,0.047
0,0,0,0,0,0,0,0,0,-0.177,-0.058,0.034
0,0,0,0,0,0,0,0,0,-0.215,-0.074,0.053
0,0,0,0,0,0,0,0,0,-0.176,-0.059,0.034
0,0,0,0,0,0,0,0,0,-0.016,0.001,-0.025
0,0,0,0,0,0,0,0,0,-0.016,0.001,-0.025
0,0,0,0,0,0,0,0,0,-0.016,0.001,-0.025
0,-0.002,0,-0.002,0,0.002,0,-0.001,0,-1.209,-0.43,0.461
0,-0.002,0,-0.002,0,0.002,0,-0.001,0,-1.219,-0.417,0.461
0,-0.002,0,-0.002,0,0.002,0,-0.001,0,-1.223,-0.403,0.461
0,-0.002,0,-0.002,0,0.002,0,-0.001,0,-1.218,-0.392,0.477
0,-0.003,0,-0.002,0,0.002,0,-0.001,0,-1.574,-0.491,0.608
0,-0.002,0,-0.002,0,0.002,0,-0.001,0,-1.23,-0.364,0.471
0,-0.002,0,-0.002,0,0.002,0,-0.001,0,-1.232,-0.353,0.469
0,-0.002,0,-0.002,0,0.002,0,-0.001,0,-1.24,-0.339,0.463
0,-0.002,0,-0.002,0,0.002,0,-0.001,0,-1.235,-0.327,0.479
0,-0.002,-0.001,-0.002,0,0.002,0,-0.001,0,-1.415,-0.358,0.543
0,-0.002,-0.001,-0.002,0,0.002,0,-0.001,0,-1.252,-0.3,0.471
0,-0.002,-0.001,-0.002,0,0.002,0,-0.001,0,-1.248,-0.288,0.473
0,-0.002,-0.001,-0.002,0,0.002,0,-0.001,0,-1.436,-0.311,0.55
0,-0.002,-0.001,-0.002,0,0.002,0,-0.001,0,-1.254,-0.26,0.475
0,-0.002,-0.001,-0.002,0,0.002,0,-0.001,0,-1.257,-0.246,0.476
0,-0.002,-0.001,-0.001,0,0.002,0,-0.001,0,-1.264,-0.232,0.485
0,-0.003,-0.001,-0.002,-0.001,0.002,0,-0.002,0,-1.794,-0.316,0.7
0,-0.002,-0.001,-0.001,0,0.002,0,-0.001,0,-1.272,-0.201,0.474
0,-0.002,-0.001,-0.002,-0.001,0.002,0,-0.001,0,-1.453,-0.221,0.551
0,-0.002,-0.001,-0.001,0,0.002,0,-0.001,0,-1.272,-0.171,0.483
0,-0.002,-0.001,-0.002,-0.001,0.002,-0.001,-0.002,0,-1.633,-0.204,0.635
0,-0.002,-0.001,-0.001,0,0.002,-0.001,-0.001,0,-1.283,-0.139,0.48
0,-0.002,-0.001,-0.001,0,0.002,0,-0.001,0,-1.276,-0.124,0.498
0,-0.002,-0.001,-0.001,0,0.002,-0.001,-0.001,0,-1.288,-0.108,0.484
0,-0.002,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.285,-0.093,0.493
0,-0.002,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.285,-0.078,0.489
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.292,-0.061,0.505
0,-0.002,-0.001,-0.001,-0.001,0.002,-0.001,-0.001,0,-1.474,-0.049,0.581
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.298,-0.026,0.496
0,-0.002,-0.002,-0.002,-0.001,0.002,-0.001,-0.002,0,-1.851,-0.013,0.729
0,-0.002,-0.001,-0.001,-0.001,0.002,-0.001,-0.001,0,-1.478,0.008,0.585
0,-0.001,-0.001,-0.001,-0.001,0.001,-0.001,-0.001,0,-1.295,0.015,0.518
0,-0.001,-0.001,-0.001,-0.001,0.001,-0.001,-0.001,0,-1.305,0.041,0.506
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.302,0.056,0.517
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.3,0.072,0.514
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.307,0.091,0.531
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.304,0.107,0.527
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.304,0.123,0.524
0,-0.001,-0.002,-0.001,-0.001,0.002,-0.001,-0.002,0,-1.858,0.204,0.771
0,-0.001,-0.002,-0.001,-0.001,0.001,-0.001,-0.001,0,-1.491,0.176,0.625
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.3,0.178,0.545
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.307,0.196,0.546
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.308,0.207,0.549
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.319,0.327,0.553
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.313,0.252,0.56
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.298,0.266,0.567
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.312,0.297,0.569
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.31,0.306,0.573
0,-0.001,-0.002,-0.001,-0.001,0.001,-0.001,-0.001,0,-1.675,0.418,0.755
0,-0.001,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.301,0.337,0.576
0,0,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.297,0.362,0.584
0,0,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.292,0.38,0.605
0,0,-0.001,-0.001,0,0.001,-0.001,-0.001,0,-1.29,0.399,0.611
0,0,-0.001,0,0,0.001,-0.001,-0.001,0,-1.292,0.418,0.608
0,0,-0.001,0,0,0.001,-0.001,-0.001,0,-1.299,0.434,0.61
0,0,-0.001,0,0,0.001,-0.001,-0.001,0,-1.288,0.45,0.61
0,0,-0.001,0,0,0.001,-0.001,-0.001,0,-1.285,0.477,0.635
