weldBeadWidth,Speed,ArcCurrent,FeedSpeed,SystemTime
6.1,1.5,68.0,100.0,0.0
5.800000000000001,1.5,64.0,95.0,42313.7
4.6000000000000005,1.5,49.0,90.0,83516.8
