-4.013829452,0.109882032,3.958496102
-4.013829452,0.109882032,3.958496102
-4.013829452,0.109882032,3.958496102
-4.013829452,0.109882032,3.958496102
-4.013829452,0.109882032,3.958496102
-4.013829452,0.109882032,3.958496102
-4.013829452,0.109882032,3.958496102
-4.013829452,0.109882032,3.958496102
-4.013829452,0.109882032,3.958496102
-4.073478219,0.102795291,3.948880326
-4.073478219,0.102795291,3.948880326
-4.073478219,0.102795291,3.948880326
-4.073478219,0.102795291,3.948880326
-4.073478219,0.102795291,3.948880326
-4.574359103,0.110351348,3.976631716
-4.542361255,0.12118616,3.977243977
-4.536770961,0.112954863,3.980023446
-4.617315412,0.116073652,3.977672795
-4.535106654,0.112098564,3.970402951
-4.621916862,0.107118847,3.972965607
-4.53941617,0.11774165,3.97880307
-4.528555693,0.109791485,3.977661608
-4.541627011,0.116695161,3.969304813
-4.534120581,0.108376231,3.972661821
-4.532956093,0.106877908,3.975054126
-4.621656735,0.110601897,3.978399892
-4.539592181,0.105808619,3.969824563
-4.618460218,0.114925864,3.975333049
-4.540298859,0.1047666,3.974006821
-4.543318579,0.111008748,3.96735636
-4.779756716,0.110045167,3.974119803
-4.69980685,0.10821058,3.968774943
-4.540222013,0.103059884,3.978480229
-4.53204903,0.108558521,3.976791297
-4.544710045,0.100938482,3.969327073
-4.539241202,0.099538808,3.972023194
-4.54027807,0.107471616,3.978707106
-4.536857319,0.098905037,3.975780084
-4.546689213,0.104607122,3.974414661
-4.540754504,0.111060509,3.979108701
-4.615899058,0.098669747,3.981887278
-4.536107489,0.097272178,3.975862171
-4.538396821,0.109621966,3.969400455
-4.618005472,0.096792291,3.975215699
-4.697902292,0.098712298,3.978584224
-4.618936605,0.102812566,3.976872562
-4.541261759,0.100232243,3.969878928
-4.539449809,0.09972733,3.971094892
-4.538692063,0.098560982,3.973114183
-4.621584026,0.101026499,3.97160045
-4.698985833,0.094666209,3.971954717
-4.536449701,0.096948754,3.971810326
-4.619609047,0.105717261,3.971451878
-4.538132571,0.103335844,3.9753674
-4.538868135,0.095768668,3.978469062
-4.546740696,0.095051143,3.970969867
-4.615793746,0.096568017,3.981397889
-4.54519169,0.095041436,3.975329406
-4.537075393,0.093808755,3.97803426
-4.701961971,0.096707682,3.97112593
-4.542411254,0.085771808,3.97388226
-4.543088917,0.091803894,3.975898599
-4.619278076,0.101133537,3.97848448
-4.537441789,0.098601854,3.981172897
-4.541423976,0.090756502,3.975640121
-4.541384022,0.090685916,3.976495708
-4.539435403,0.089437381,3.972182061
-4.698299619,0.092173138,3.970391729
-4.53552776,0.088837966,3.983366205
-4.536205725,0.095751798,3.985578521
-4.614289102,0.08943663,3.975906922
-4.542120638,0.101724725,3.974956278
-4.542228281,0.094367069,3.983218855
-4.701280918,0.08981633,3.969723491
-4.547279259,0.086224567,3.978585462
-4.53729558,0.085146094,3.974805503
-4.697641305,0.088423018,3.978436711
-4.542282801,0.084511204,3.970276479
-4.702348334,0.080235633,3.975291586
-4.543849448,0.083887193,3.974549037
-4.551768112,0.083590965,3.967997986
-4.782056886,0.088618878,3.972579999
-4.543306435,0.081980517,3.97283115
-4.612759231,0.083797784,3.9828524
-4.543562944,0.089868385,3.977328705
-4.543678084,0.088922788,3.979048034
-4.544055757,0.081103189,3.981026325
-4.616005683,0.082337867,3.975693191
-4.78206887,0.084488659,3.977547935
-4.535265972,0.078985362,3.981308023
-4.546686163,0.078878964,3.981261914
-4.539901638,0.086498806,3.976353089
-4.544362033,0.079240119,3.985712528
-4.781197709,0.08297325,3.984351125
-4.617536895,0.086867149,3.968809255
-4.544719218,0.084556207,3.968542827
-4.622315821,0.078246181,3.98104155
-4.54537673,0.084147608,3.972960431
-4.537236941,0.083615429,3.97645446
-4.544868719,0.084418139,3.984936898
-4.629106493,0.085282929,3.980863003
-4.549787565,0.074888588,3.979437019
-4.711777741,0.078473052,3.981505523
-4.550592696,0.082522956,3.968458206
-4.538347937,0.074336884,3.979894746
-4.537610945,0.081205383,3.982742717
-4.695778579,0.091277455,3.98721859
-4.535494287,0.081411093,3.97921078
-4.616735732,0.074281112,3.978709279
-4.705789673,0.074913841,3.977167853
-4.552239005,0.080790184,3.981752934
-4.538094509,0.070438856,3.98767905
-4.550084063,0.079500862,3.978299394
-4.623099089,0.079037193,3.981324763
-4.628251229,0.071764804,3.983779079
-4.54223038,0.078530432,3.979197403
-4.541365739,0.06927624,3.981208821
-4.622408933,0.079253854,3.98274628
-4.542775484,0.08518756,3.969235756
-4.54854993,0.067946338,3.978385522
-4.540045373,0.076129839,3.981587089
-4.621905391,0.077659213,3.984630123
-4.704404113,0.07908324,3.9883492
-4.545311938,0.082893315,3.978837624
-4.546218264,0.066468074,3.980957989
-4.621046085,0.067874036,3.987174817
-4.540929608,0.066362013,3.986233078
-4.541770267,0.066104544,3.972143031
-4.544737255,0.064716101,3.982254488
-4.628908249,0.075124381,3.987260304
-4.542754751,0.074255727,3.97834401
-4.622131175,0.075548099,3.976770989
-4.547542104,0.064198867,3.981772305
-4.540250975,0.072599526,3.993283732
-4.54406365,0.071786426,3.987129546
-4.544994033,0.079766072,3.980557884
-4.537302363,0.071232375,3.984043596
