Xx,Xy,Xz,0,Yx,Yy,Yz,0.1,Zx,Zy,Zz,0.2,Px,Py,Pz,1
0.9461547750003524,0.298668255044473,0.124853574929685,0.0,0.3213919563739074,-0.912805168919898,-0.2519800269292565,0.0,0.0387085536049239,0.2785390403907611,-0.9596445440140888,0.0,958.521,-37.126,-164.943,1.0
0.9461547750003524,0.298668255044473,0.124853574929685,0.0,0.3213919563739074,-0.912805168919898,-0.2519800269292565,0.0,0.0387085536049239,0.2785390403907611,-0.9596445440140888,0.0,958.521018018018,-37.04222072072072,-164.94295495495496,1.0
0.9461547750003524,0.298668255044473,0.124853574929685,0.0,0.3213919563739074,-0.912805168919898,-0.2519800269292565,0.0,0.0387085536049239,0.2785390403907611,-0.9596445440140888,0.0,958.521036036036,-36.95844144144144,-164.94290990990993,1.0
0.9461547750003524,0.298668255044473,0.124853574929685,0.0,0.3213919563739074,-0.912805168919898,-0.2519800269292565,0.0,0.0387085536049239,0.2785390403907611,-0.9596445440140888,0.0,958.521054054054,-36.87466216216216,-164.94286486486487,1.0
0.9461547750003524,0.298668255044473,0.124853574929685,0.0,0.3213919563739074,-0.912805168919898,-0.2519800269292565,0.0,0.0387085536049239,0.2785390403907611,-0.9596445440140888,0.0,958.521072072072,-36.79088288288288,-164.94281981981982,1.0
0.9461547750003524,0.298668255044473,0.124853574929685,0.0,0.3213919563739074,-0.912805168919898,-0.2519800269292565,0.0,0.0387085536049239,0.2785390403907611,-0.9596445440140888,0.0,958.52109009009,-36.7071036036036,-164.9427747747748,1.0
0.9461547750003524,0.298668255044473,0.124853574929685,0.0,0.3213919563739074,-0.912805168919898,-0.2519800269292565,0.0,0.0387085536049239,0.2785390403907611,-0.9596445440140888,0.0,958.521108108108,-36.62332432432432,-164.9427297297297,1.0
0.9461547750003524,0.298668255044473,0.124853574929685,0.0,0.3213919563739074,-0.912805168919898,-0.2519800269292565,0.0,0.0387085536049239,0.2785390403907611,-0.9596445440140888,0.0,958.521126126126,-36.539545045045045,-164.9426846846847,1.0
0.9461547750003524,0.298668255044473,0.124853574929685,0.0,0.3213919563739074,-0.912805168919898,-0.2519800269292565,0.0,0.0387085536049239,0.2785390403907611,-0.9596445440140888,0.0,958.5211441441442,-36.45576576576576,-164.94263963963965,1.0
0.9461547750003524,0.298668255044473,0.124853574929685,0.0,0.3213919563739074,-0.912805168919898,-0.2519800269292565,0.0,0.0387085536049239,0.2785390403907611,-0.9596445440140888,0.0,958.521162162162,-36.371986486486485,-164.9425945945946,1.0
0.9461547750003524,0.298668255044473,0.124853574929685,0.0,0.3213919563739074,-0.912805168919898,-0.2519800269292565,0.0,0.0387085536049239,0.2785390403907611,-0.9596445440140888,0.0,958.5211801801802,-36.28820720720721,-164.94254954954957,1.0
0.9461547750003524,0.298668255044473,0.124853574929685,0.0,0.3213919563739074,-0.912805168919898,-0.2519800269292565,0.0,0.0387085536049239,0.2785390403907611,-0.9596445440140888,0.0,958.521198198198,-36.20442792792792,-164.9425045045045,1.0
0.9461547750003524,0.298668255044473,0.124853574929685,0.0,0.3213919563739074,-0.912805168919898,-0.2519800269292565,0.0,0.0387085536049239,0.2785390403907611,-0.9596445440140888,0.0,958.5212162162162,-36.12064864864865,-164.94245945945946,1.0
