S,L,U,R,B,T
-0.25246589358016674,0.179348750152425,-0.8389659018233456,-1.487674097312972,-0.5352648458739574,1.822309438877241
-0.252386022972146,0.17932624576480127,-0.8389933778046854,-1.4877445256222408,-0.535223074027412,1.8223123028242108
-0.25230592016604697,0.17930347029527283,-0.8390210174349205,-1.487815007674596,-0.5351807792969925,1.8223149724576748
-0.2522258132829941,0.179280700681474,-0.8390486487853857,-1.4878854944871165,-0.535138481675175,1.8223176431958876
-0.2521457030931397,0.17925793785813707,-0.8390762712763121,-1.4879559858960287,-0.5350961829169718,1.8223203157003234
-0.25206558959990205,0.17923518182907372,-0.8391038849054661,-1.4880264819015987,-0.5350538830285017,1.8223229899749744
-0.2519854728041141,0.17921243259495856,-0.8391314896725593,-1.4880969825046468,-0.5350115820099813,1.8223256660216174
-0.2519053527066004,0.17918969015645453,-0.8391590855773111,-1.4881674877059952,-0.5349692798616079,1.8223283438420208
-0.251825229308185,0.17916695451422426,-0.8391866726194392,-1.4882379975064643,-0.5349269765835786,1.8223310234379513
-0.25174510260969324,0.17914422566893046,-0.839214250798663,-1.488308511906876,-0.5348846721760909,1.822333704811178
-0.2516649726119499,0.17912150362123588,-0.8392418201147015,-1.4883790309080533,-0.5348423666393427,1.8223363879634713
-0.2515848393157804,0.17909878837180263,-0.8392693805672738,-1.488449554510818,-0.534800059973532,1.8223390728965998
-0.2515047027220101,0.1790760799212932,-0.8392969321560991,-1.4885200827159928,-0.5347577521788569,1.8223417596123328
-0.25142456283146486,0.1790533782703704,-0.8393244748808957,-1.4885906155243998,-0.534715443255516,1.822344448112441
-0.2513444196449708,0.17903068341969552,-0.8393520087413837,-1.488661152936862,-0.534673133203708,1.8223471383986944
-0.2512642731633539,0.17900799536993128,-0.8393795337372814,-1.4887316949542022,-0.5346308220236318,1.8223498304728631
-0.25118412338744084,0.1789853141217393,-0.8394070498683086,-1.4888022415772442,-0.5345885097154867,1.8223525243367193
-0.25110397031805815,0.17896263967578202,-0.839434557134184,-1.4888727928068108,-0.5345461962794721,1.8223552199920336
-0.251023813956033,0.17893997203272066,-0.8394620555346277,-1.4889433486437262,-0.5345038817157878,1.8223579174405782
-0.2509436543021924,0.17891731119321716,-0.8394895450693585,-1.4890139090888137,-0.5344615660246335,1.8223606166841244
-0.25086349135736385,0.17889465715793318,-0.8395170257380958,-1.4890844741428975,-0.5344192492062095,1.8223633177244454
-0.250783325122375,0.17887200992752963,-0.8395444975405599,-1.4891550438068017,-0.5343769312607164,1.8223660205633134
