Xx,Xy,Xz,Yx,Yy,Yz,Zx,Zy,Zz,Px,Py,Pz
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.015,0.0,-0.026
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.015,0.0,-0.026
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.015,0.0,-0.026
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.015,0.0,-0.026
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.015,0.0,-0.026
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.015,0.0,-0.026
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.015,0.0,-0.026
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.015,0.0,-0.026
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.015,0.0,-0.026
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.015,0.0,-0.026
0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.07,0.0,-0.017
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.015,-0.0,-0.026
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.015,-0.0,-0.026
-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.175,-0.057,0.034
0.0,-0.003,0.0,-0.002,-0.0,0.002,0.0,-0.001,-0.0,-1.381,-0.524,0.541
0.0,-0.004,-0.0,-0.003,-0.0,0.003,0.0,-0.001,-0.0,-1.716,-0.634,0.675
0.0,-0.002,-0.0,-0.002,-0.0,0.002,0.0,-0.001,-0.0,-1.21,-0.429,0.466
0.0,-0.003,-0.0,-0.002,-0.0,0.002,-0.0,-0.001,0.0,-1.385,-0.482,0.53
0.0,-0.002,-0.0,-0.002,-0.0,0.002,-0.0,-0.001,0.0,-1.224,-0.406,0.465
0.0,-0.003,-0.0,-0.002,-0.0,0.002,-0.0,-0.001,0.0,-1.566,-0.517,0.607
