Xx,Xy,Xz,Yx,Yy,Yz,Zx,Zy,Zz,Px,Py,Pz
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.015,0.0,-0.026
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.015,0.0,-0.026
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.015,0.0,-0.026
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.015,0.0,-0.026
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.015,0.0,-0.026
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.015,0.0,-0.026
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.015,0.0,-0.026
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.015,0.0,-0.026
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.015,0.0,-0.026
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.015,0.0,-0.026
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.015,-0.0,-0.026
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.015,-0.0,-0.026
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.015,-0.0,-0.026
-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.015,-0.0,-0.026
0.0,-0.003,0.0,-0.002,-0.0,0.002,0.0,-0.001,-0.0,-1.208,-0.464,0.464
0.0,-0.003,-0.0,-0.002,-0.0,0.002,0.0,-0.001,-0.0,-1.205,-0.452,0.466
0.0,-0.003,-0.0,-0.002,-0.0,0.002,0.0,-0.001,-0.0,-1.208,-0.441,0.466
0.0,-0.003,-0.0,-0.002,-0.0,0.002,0.0,-0.001,-0.0,-1.384,-0.493,0.543
0.0,-0.003,-0.0,-0.002,-0.0,0.002,-0.0,-0.001,0.0,-1.385,-0.473,0.539
0.0,-0.002,-0.0,-0.002,-0.0,0.002,-0.0,-0.001,0.0,-1.222,-0.329,0.47
