Xx,Xy,Xz,Yx,Yy,Yz,Zx,Zy,Zz,Px,Py,Pz
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.006,0.02,0.008
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.006,0.02,0.008
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.006,0.02,0.008
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.006,0.02,0.008
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.006,0.02,0.008
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.006,0.02,0.008
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.006,0.02,0.008
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.006,0.02,0.008
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.006,0.02,0.008
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.006,0.02,0.008
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.006,0.02,0.008
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.006,0.02,0.008
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.006,0.02,0.008
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.006,0.02,0.008
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.007,0.002,-0.011
0.0,-0.002,-0.001,-0.002,-0.001,0.002,-0.0,-0.002,-0.0,0.061,-1.929,-2.01
0.0,-0.001,-0.001,-0.001,-0.0,0.001,-0.0,-0.001,-0.0,0.075,-1.478,-1.564
0.0,-0.001,-0.001,-0.001,-0.0,0.001,-0.0,-0.001,-0.0,0.115,-1.474,-1.539
0.0,-0.002,-0.001,-0.002,-0.001,0.001,-0.0,-0.001,-0.0,0.168,-1.687,-1.752
0.0,-0.001,-0.0,-0.001,-0.001,0.001,0.0,-0.001,-0.0,0.186,-1.468,-1.517
0.0,-0.002,-0.001,-0.002,-0.001,0.002,0.0,-0.002,-0.0,0.308,-2.085,-2.161
0.0,-0.001,-0.0,-0.001,-0.001,0.001,0.0,-0.001,-0.0,0.254,-1.444,-1.5
