Xx,Xy,Xz,Yx,Yy,Yz,Zx,Zy,Zz,Px,Py,Pz
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.013,0.025,0.015
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.013,0.025,0.015
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.013,0.025,0.015
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.013,0.025,0.015
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.013,0.025,0.015
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.013,0.025,0.015
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.013,0.025,0.015
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.013,0.025,0.015
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.013,0.025,0.015
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.013,0.025,0.015
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.013,0.026,0.015
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.013,0.026,0.015
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.016,-0.296,0.019
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.015,-0.609,0.013
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.012,-0.62,0.013
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.016,-0.531,0.024
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.014,-0.538,0.021
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.014,-0.763,0.018
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.01,-0.533,0.013
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.014,-0.532,0.015
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.013,-0.544,0.016
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.016,-0.544,0.027
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.013,-0.62,0.012
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.014,-0.542,0.014
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.012,-0.698,0.018
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.013,-0.531,0.021
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.015,-0.538,0.02
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.017,-0.538,0.02
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.018,-0.53,0.022
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.011,-0.532,0.013
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.008,-0.61,0.007
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.008,-0.543,0.011
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.01,-0.544,0.011
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.014,-0.531,0.011
