-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-3.708,1.505,4.009
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-3.708,1.505,4.009
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-3.708,1.505,4.009
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-3.708,1.505,4.009
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-3.708,1.505,4.009
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-3.708,1.505,4.009
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-3.708,1.505,4.009
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-3.708,1.505,4.009
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-3.708,1.505,4.009
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-3.708,1.505,4.009
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-3.708,1.505,4.008
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-3.708,1.505,4.008
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-3.708,1.505,4.008
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-3.708,1.505,4.008
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-3.708,1.505,4.008
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-3.708,1.505,4.008
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-3.708,1.505,4.008
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-3.708,1.505,4.008
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-3.708,1.505,4.008
0.0,-0.001,-0.001,-0.001,-0.0,0.001,-0.0,-0.001,-0.0,-3.662,-0.023,2.454
0.0,-0.001,-0.001,-0.001,-0.0,0.001,-0.0,-0.001,-0.0,-3.634,-0.042,2.466
0.0,-0.001,-0.0,-0.001,-0.0,0.001,-0.0,-0.001,-0.0,-3.614,-0.038,2.469
0.0,-0.001,-0.0,-0.001,-0.0,0.001,0.0,-0.001,-0.0,-3.578,-0.047,2.5
0.0,-0.002,-0.001,-0.002,-0.001,0.001,0.0,-0.002,-0.0,-3.497,-0.481,2.078
0.0,-0.001,-0.0,-0.001,-0.0,0.001,0.0,-0.001,-0.0,-3.523,-0.062,2.511
0.0,-0.001,-0.0,-0.001,-0.0,0.001,0.0,-0.001,-0.0,-3.5,-0.059,2.522
0.0,-0.001,-0.0,-0.001,-0.0,0.001,0.0,-0.001,-0.0,-3.473,-0.069,2.533
0.0,-0.001,-0.0,-0.002,-0.001,0.001,0.0,-0.001,-0.0,-3.404,-0.279,2.343
0.0,-0.001,-0.0,-0.002,-0.001,0.001,0.0,-0.001,-0.0,-3.376,-0.279,2.345
0.0,-0.001,-0.0,-0.001,-0.001,0.001,0.0,-0.001,-0.0,-3.397,-0.071,2.581
0.0,-0.001,-0.0,-0.001,-0.001,0.001,0.0,-0.001,-0.0,-3.374,-0.071,2.582
0.0,-0.001,-0.0,-0.001,-0.001,0.001,0.0,-0.001,-0.0,-3.349,-0.072,2.605
0.0,-0.001,-0.0,-0.001,-0.001,0.001,0.001,-0.001,-0.0,-3.325,-0.08,2.605
0.0,-0.001,0.0,-0.001,-0.001,0.001,0.001,-0.001,-0.0,-3.299,-0.08,2.619
0.0,-0.001,0.0,-0.001,-0.001,0.001,0.001,-0.001,-0.0,-3.275,-0.079,2.641
0.0,-0.001,0.0,-0.001,-0.001,0.001,0.001,-0.001,-0.0,-3.254,-0.071,2.646
