S,L,U,R,B,T
-0.3499658004424688,0.20361787745478055,-0.7991800970549925,-1.3913465891660781,0.5887624082698241,1.806456845008813
-0.3499661921175295,0.20361652713926703,-0.799180154032266,-1.3913437976989114,-0.588761245018819,1.8064541379764534
-0.3499661921175295,0.20361652713926703,-0.799180154032266,-1.3913437976989114,-0.588761245018819,1.8064541379764534
-0.3499661921175295,0.20361652713926703,-0.799180154032266,-1.3913437976989114,-0.588761245018819,1.8064541379764534
-0.3499661921175295,0.20361652713926703,-0.799180154032266,-1.3913437976989114,-0.588761245018819,1.8064541379764534
-0.3499661921175295,0.20361652713926703,-0.799180154032266,-1.3913437976989114,-0.588761245018819,1.8064541379764534
-0.3499661921175295,0.20361652713926703,-0.799180154032266,-1.3913437976989114,-0.588761245018819,1.8064541379764534
-0.3499661921175295,0.20361652713926703,-0.799180154032266,-1.3913437976989114,-0.588761245018819,1.8064541379764534
-0.3499661921175295,0.20361652713926703,-0.799180154032266,-1.3913437976989114,-0.588761245018819,1.8064541379764534
-0.3499661921175295,0.20361652713926703,-0.799180154032266,-1.3913437976989114,-0.588761245018819,1.8064541379764534
-0.3499661921175295,0.20361652713926703,-0.799180154032266,-1.3913437976989114,-0.588761245018819,1.8064541379764534
-0.3499656509993193,0.2036171498682687,-0.7991801115931023,-1.3913457614327664,-0.5887624951100638,1.8064556847570952
-0.3499656509993193,0.2036171498682687,-0.7991801115931023,-1.3913457614327664,-0.5887624951100638,1.8064556847570952
-0.3499656509993193,0.2036171498682687,-0.7991801115931023,-1.3913457614327664,-0.5887624951100638,1.8064556847570952
-0.3499656509993193,0.2036171498682687,-0.7991801115931023,-1.3913457614327664,-0.5887624951100638,1.8064556847570952
-0.3499656509993193,0.2036171498682687,-0.7991801115931023,-1.3913457614327664,-0.5887624951100638,1.8064556847570952
-0.3499656509993193,0.2036171498682687,-0.7991801115931023,-1.3913457614327664,-0.5887624951100638,1.8064556847570952
-0.3499656509993193,0.2036171498682687,-0.7991801115931023,-1.3913457614327664,-0.5887624951100638,1.8064556847570952
-0.3499656509993193,0.2036171498682687,-0.7991801115931023,-1.3913457614327664,-0.5887624951100638,1.8064556847570952
-0.34996433071734756,0.20361660903055773,-0.7991807836040821,-1.391346877838875,-0.5887617728622493,1.8064556888899517
-0.34996433071734756,0.20361660903055773,-0.7991807836040821,-1.391346877838875,-0.5887617728622493,1.8064556888899517
-0.34996433071734756,0.20361660903055773,-0.7991807836040821,-1.391346877838875,-0.5887617728622493,1.8064556888899517
-0.34996433071734756,0.20361660903055773,-0.7991807836040821,-1.391346877838875,-0.5887617728622493,1.8064556888899517
-0.34996307053593484,0.20361609282888318,-0.7991814250195655,-1.3913479434473932,-0.5887610834890861,1.8064556928602826
-0.34996307053593484,0.20361609282888318,-0.7991814250195655,-1.3913479434473932,-0.5887610834890861,1.8064556928602826
-0.34996307053593484,0.20361609282888318,-0.7991814250195655,-1.3913479434473932,-0.5887610834890861,1.8064556928602826
-0.3499617911864209,0.20361556877960452,-0.7991820761818158,-1.391349025257642,-0.5887603836312456,1.8064556968827257
-0.3499617911864209,0.20361556877960452,-0.7991820761818158,-1.391349025257642,-0.5887603836312456,1.8064556968827257
-0.3499617911864209,0.20361556877960452,-0.7991820761818158,-1.391349025257642,-0.5887603836312456,1.8064556968827257
-0.34996018503635196,0.2036149108761377,-0.7991828936498899,-1.391350383382732,-0.5887595050032481,1.8064557019015988
-0.34996018503635196,0.2036149108761377,-0.7991828936498899,-1.391350383382732,-0.5887595050032481,1.8064557019015988
-0.3499589149886685,0.20361439063343328,-0.7991835400997298,-1.3913514573576942,-0.5887588102309671,1.8064557059309385
-0.3499589149886685,0.20361439063343328,-0.7991835400997298,-1.3913514573576942,-0.5887588102309671,1.8064557059309385
-0.3499574731932126,0.20361380005461713,-0.799184273920038,-1.3913526765185644,-0.5887580215109683,1.8064557104484888
-0.3499574731932126,0.20361380005461713,-0.799184273920038,-1.3913526765185644,-0.5887580215109683,1.8064557104484888
-0.34995584919296785,0.20361313484528515,-0.799185100472172,-1.3913540497500925,-0.5887571331179536,1.8064557155379655
-0.34995584919296785,0.20361313484528515,-0.799185100472172,-1.3913540497500925,-0.5887571331179536,1.8064557155379655
-0.3499540325971645,0.2036123907504587,-0.7991860250430296,-1.3913555858386892,-0.5887561393679034,1.8064557212320205
-0.3499540325971645,0.2036123907504587,-0.7991860250430296,-1.3913555858386892,-0.5887561393679034,1.8064557212320205
-0.3499520130895165,0.2036115635459024,-0.799187052881269,-1.3913572935077811,-0.5887550346175762,1.8064557275630593
-0.3499520130895165,0.2036115635459024,-0.799187052881269,-1.3913572935077811,-0.5887550346175762,1.8064557275630593
-0.34994978042820435,0.20361064903815662,-0.7991881891972695,-1.3913591814178285,-0.5887538132645023,1.8064557345632422
-0.3499485810033271,0.20361015772411592,-0.7991887997348007,-1.3913601957340196,-0.5887531571210518,1.806455738441132
-0.3499473244653057,0.2036096430442948,-0.7991894392495769,-1.39136125825203,-0.5887524697456337,1.8064557423870853
-0.34994600957264504,0.2036091044645407,-0.7991901084609281,-1.3913623701143665,-0.58875175044823,1.806455746516341
-0.34994463507070356,0.20360854147128085,-0.7991908080069638,-1.3913635323819638,-0.5887509985425421,1.806455750832848
-0.3499431997094924,0.20360795355285377,-0.7991915385234039,-1.3913647461118095,-0.5887502133448207,1.8064557553405247
-0.3499417022436728,0.20360734019952872,-0.7991923006435669,-1.391366012356962,-0.5887493941738635,1.806455760043276
