Xx,Xy,Xz,0,Yx,Yy,Yz,0,Zx,Zy,Zz,0,Px,Py,Pz,1
0.4949072005842477,0.8125314692688371,-0.3079926529280982,0.0,0.8631543484598482,-0.5005462477677283,0.06646822233596349,0.0,-0.10015704440885961,-0.29874079951267585,-0.9490640132055419,0.0,958.506,-6.021,-164.856,1.0
0.4949072005842477,0.8125314692688371,-0.3079926529280982,0.0,0.8631543484598482,-0.5005462477677283,0.06646822233596349,0.0,-0.10015704440885961,-0.29874079951267585,-0.9490640132055419,0.0,958.5072843256379,-6.130893074119077,-164.8562332928311,1.0
0.4949072005842477,0.8125314692688371,-0.3079926529280982,0.0,0.8631543484598482,-0.5005462477677283,0.06646822233596349,0.0,-0.10015704440885961,-0.29874079951267585,-0.9490640132055419,0.0,958.5085686512758,-6.240786148238153,-164.85646658566222,1.0
0.4949072005842477,0.8125314692688371,-0.3079926529280982,0.0,0.8631543484598482,-0.5005462477677283,0.06646822233596349,0.0,-0.10015704440885961,-0.29874079951267585,-0.9490640132055419,0.0,958.5098529769137,-6.350679222357229,-164.85669987849332,1.0
0.4949072005842477,0.8125314692688371,-0.3079926529280982,0.0,0.8631543484598482,-0.5005462477677283,0.06646822233596349,0.0,-0.10015704440885961,-0.29874079951267585,-0.9490640132055419,0.0,958.5111373025516,-6.460572296476306,-164.8569331713244,1.0
0.4949072005842477,0.8125314692688371,-0.3079926529280982,0.0,0.8631543484598482,-0.5005462477677283,0.06646822233596349,0.0,-0.10015704440885961,-0.29874079951267585,-0.9490640132055419,0.0,958.5124216281895,-6.570465370595382,-164.8571664641555,1.0
0.4949072005842477,0.8125314692688371,-0.3079926529280982,0.0,0.8631543484598482,-0.5005462477677283,0.06646822233596349,0.0,-0.10015704440885961,-0.29874079951267585,-0.9490640132055419,0.0,958.5137059538274,-6.680358444714459,-164.85739975698664,1.0
0.4949072005842477,0.8125314692688371,-0.3079926529280982,0.0,0.8631543484598482,-0.5005462477677283,0.06646822233596349,0.0,-0.10015704440885961,-0.29874079951267585,-0.9490640132055419,0.0,958.5149902794653,-6.790251518833536,-164.85763304981774,1.0
0.4949072005842477,0.8125314692688371,-0.3079926529280982,0.0,0.8631543484598482,-0.5005462477677283,0.06646822233596349,0.0,-0.10015704440885961,-0.29874079951267585,-0.9490640132055419,0.0,958.5162746051033,-6.9001445929526115,-164.85786634264883,1.0
0.4949072005842477,0.8125314692688371,-0.3079926529280982,0.0,0.8631543484598482,-0.5005462477677283,0.06646822233596349,0.0,-0.10015704440885961,-0.29874079951267585,-0.9490640132055419,0.0,958.5175589307412,-7.010037667071688,-164.85809963547996,1.0
0.4949072005842477,0.8125314692688371,-0.3079926529280982,0.0,0.8631543484598482,-0.5005462477677283,0.06646822233596349,0.0,-0.10015704440885961,-0.29874079951267585,-0.9490640132055419,0.0,958.5188432563791,-7.119930741190765,-164.85833292831106,1.0
0.4949072005842477,0.8125314692688371,-0.3079926529280982,0.0,0.8631543484598482,-0.5005462477677283,0.06646822233596349,0.0,-0.10015704440885961,-0.29874079951267585,-0.9490640132055419,0.0,958.520127582017,-7.2298238153098415,-164.85856622114215,1.0
0.4949072005842477,0.8125314692688371,-0.3079926529280982,0.0,0.8631543484598482,-0.5005462477677283,0.06646822233596349,0.0,-0.10015704440885961,-0.29874079951267585,-0.9490640132055419,0.0,958.5214119076549,-7.339716889428917,-164.85879951397325,1.0
0.4949072005842477,0.8125314692688371,-0.3079926529280982,0.0,0.8631543484598482,-0.5005462477677283,0.06646822233596349,0.0,-0.10015704440885961,-0.29874079951267585,-0.9490640132055419,0.0,958.5226962332928,-7.449609963547994,-164.85903280680438,1.0
0.4949072005842477,0.8125314692688371,-0.3079926529280982,0.0,0.8631543484598482,-0.5005462477677283,0.06646822233596349,0.0,-0.10015704440885961,-0.29874079951267585,-0.9490640132055419,0.0,958.5239805589307,-7.559503037667071,-164.85926609963548,1.0
0.4949072005842477,0.8125314692688371,-0.3079926529280982,0.0,0.8631543484598482,-0.5005462477677283,0.06646822233596349,0.0,-0.10015704440885961,-0.29874079951267585,-0.9490640132055419,0.0,958.5252648845686,-7.669396111786147,-164.85949939246657,1.0
0.4949072005842477,0.8125314692688371,-0.3079926529280982,0.0,0.8631543484598482,-0.5005462477677283,0.06646822233596349,0.0,-0.10015704440885961,-0.29874079951267585,-0.9490640132055419,0.0,958.5265492102066,-7.779289185905224,-164.8597326852977,1.0
0.4949072005842477,0.8125314692688371,-0.3079926529280982,0.0,0.8631543484598482,-0.5005462477677283,0.06646822233596349,0.0,-0.10015704440885961,-0.29874079951267585,-0.9490640132055419,0.0,958.5278335358445,-7.889182260024301,-164.8599659781288,1.0
0.4949072005842477,0.8125314692688371,-0.3079926529280982,0.0,0.8631543484598482,-0.5005462477677283,0.06646822233596349,0.0,-0.10015704440885961,-0.29874079951267585,-0.9490640132055419,0.0,958.5291178614824,-7.999075334143377,-164.8601992709599,1.0
