S,L,U,R,B,T
-0.058074031555529766,1.201118933054758,0.6833383812857109,0.12561605058518932,-2.1143539024389417,-2.607166731285213
-0.0580266762598874,1.201103115489877,0.6833101992203412,0.1255826549403251,-2.114342138750922,-2.6071994929198232
-0.057978540913940634,1.2010832452721782,0.6832769885175425,0.12555002331109497,-2.1143257185891393,-2.607232302170088
-0.057930398916108745,1.2010633525365206,0.6832437562119149,0.1255173989477421,-2.1143092689205876,-2.6072651099340187
-0.05788225645672962,1.2010434693631413,0.6832105420719183,0.12548477578228157,-2.11429282663384,-2.6072979158385197
-0.057834113585553557,1.201023596005957,0.6831773464105838,0.1254521537656071,-2.11427639202173,-2.6073307198817384
-0.05778597030318284,1.2010037324655365,0.6831441692275574,0.12541953289687038,-2.114259965085324,-2.607363522064646
-0.05773782660982637,1.2009838787404348,0.6831110105200009,0.12538691317561093,-2.1142435458233657,-2.607396322388234
-0.05768968250568995,1.200964034829188,0.6830778702850513,0.12535429460137112,-2.114227134234576,-2.6074291208534937
-0.05764153799097938,1.2009442007303366,0.6830447485198551,0.12532167717369405,-2.114210730317681,-2.607461917461415
-0.05759339306590039,1.2009243764424222,0.6830116452215595,0.12528906089212316,-2.1141943340714073,-2.607494712212989
-0.05754524773065879,1.2009045619639858,0.6829785603873112,0.12525644575620207,-2.1141779454944807,-2.607527505109205
-0.057497101985460444,1.2008847572935692,0.6829454940142585,0.1252238317654747,-2.114161564585628,-2.607560296151052
-0.057448955830511086,1.200864962429718,0.6829124460995569,0.1251912189194854,-2.11414519134358,-2.60759308533952
-0.057400809266016595,1.2008451773709772,0.6828794166403603,0.12515860721777888,-2.114128825767065,-2.6076258726755963
-0.05735266229218273,1.2008254021158942,0.6828464056338277,0.12512599665990023,-2.114112467854815,-2.607658658160269
-0.05730451490921543,1.2008056366630144,0.6828134130771154,0.12509338724539465,-2.114096117605561,-2.6076914417945263
-0.05725636711732054,1.2007858810108865,0.6827804389673838,0.12506077897380768,-2.1140797750180345,-2.6077242235793543
-0.05720821891670392,1.2007661351580634,0.6827474833018023,0.12502817184468554,-2.114063440090972,-2.6077570035157396
-0.05716007030757141,1.2007463991030944,0.6827145460775343,0.12499556585757449,-2.1140471128231075,-2.6077897816046685
-0.05711192129012896,1.2007266728445314,0.6826816272917466,0.12496296101202109,-2.1140307932131757,-2.6078225578471264
-0.05706377186458241,1.2007069563809287,0.6826487269416123,0.12493035730757238,-2.114014481259915,-2.6078553322440983
-0.057015622031137726,1.2006872497108394,0.6826158450243008,0.12489775474377558,-2.1139981769620615,-2.607888104796569
-0.05696747179000085,1.2006675528328208,0.6825829815369903,0.12486515332017847,-2.1139818803183554,-2.607920875505523
-0.056919321141377655,1.2006478657454285,0.6825501364768554,0.12483255303632897,-2.113965591327536,-2.607953644371943
-0.056871170085474154,1.2006281884472203,0.6825173098410753,0.12479995389177521,-2.1139493099883433,-2.607986411396814
-0.05682301862249623,1.2006085209367576,0.682484501626836,0.12476735588606612,-2.1139330362995215,-2.608019176581117
-0.05677486675264988,1.2005888632125996,0.6824517118313187,0.12473475901875032,-2.1139167702598116,-2.6080519399258346
-0.05672671447614115,1.200569215273307,0.6824189404517084,0.12470216328937724,-2.113900511867958,-2.6080847014319497
-0.056678561793175895,1.2005495771174444,0.6823861874851974,0.12466956869749664,-2.113884261122707,-2.6081174611004423
-0.056630408703960286,1.2005299487435712,0.6823534529289677,0.12463697524265803,-2.1138680180228,-2.6081502189322947
