S,L,U,R,B,T
-0.5921694301240072,68.7796062749923,37.948249191393614,15.267553356016084,-120.65802897367884,-136.36683527600616
-0.5921694301240072,68.7796062749923,37.948249191393614,15.267553356016084,-120.65802897367884,-136.36683527600616
-0.5921694301240072,68.7796062749923,37.948249191393614,15.267553356016084,-120.65802897367884,-136.36683527600616
-0.5921694301240072,68.7796062749923,37.948249191393614,15.267553356016084,-120.65802897367884,-136.36683527600616
-0.5893827504528354,68.77883728083665,37.947546055407116,15.269615424270544,-120.66108957355641,-136.37123378051461
-0.5775393618503553,68.77729929252537,37.94613978343411,15.25724301474379,-120.66210977351561,-136.3822300417858
-0.5747526821791835,68.77729929252537,37.945436647447615,15.254149912362099,-120.6631299734748,-136.38442929404002
-0.5726626724258046,68.77729929252537,37.944733511461116,15.25208784410764,-120.6631299734748,-136.38662854629428
-0.5698759927546329,68.77653029836972,37.944733511461116,15.250025775853182,-120.6631299734748,-136.3888277985485
-0.567089313083461,68.77653029836972,37.94403037547462,15.246932673471493,-120.66415017343398,-136.39322630305696
-0.5643026334122893,68.77653029836972,37.94332723948811,15.243839571089804,-120.66415017343398,-136.3954255553112
-0.5608192838233245,68.77576130421409,37.94332723948811,15.240746468708114,-120.66517037339318,-136.39762480756542
-0.5580326041521527,68.77576130421409,37.942624103501615,15.237653366326425,-120.66517037339318,-136.4020233120739
-0.5552459244809809,68.77576130421409,37.94192096751512,15.234560263944736,-120.66619057335237,-136.40422256432814
-0.5517625748920161,68.77499231005844,37.94192096751512,15.231467161563048,-120.66619057335237,-136.40642181658237
-0.5489758952208443,68.77499231005844,37.94121783152862,15.228374059181359,-120.66721077331157,-136.41082032109082
-0.5461892155496725,68.77499231005844,37.94051469554211,15.22528095679967,-120.66721077331157,-136.41301957334505
-0.5350424968649853,68.77422331590279,37.93910842356912,15.213939581400144,-120.66925117322995,-136.42401583461623
-0.5322558171938135,68.77345432174715,37.93840528758262,15.210846479018455,-120.66925117322995,-136.42621508687046
-0.5301658074404347,68.77345432174715,37.93840528758262,15.208784410763997,-120.66925117322995,-136.4284143391247
-0.5273791277692629,68.77345432174715,37.93770215159612,15.206722342509538,-120.67027137318914,-136.43061359137894
-0.5245924480980911,68.77345432174715,37.93770215159612,15.20362924012785,-120.67027137318914,-136.43281284363317
-0.5127490594956109,68.77191633343585,37.93559274363662,15.191256830601093,-120.67231177310752,-136.44600835715858
-0.5106590497422321,68.77191633343585,37.93488960765012,15.189194762346634,-120.67231177310752,-136.4482076094128
-0.5078723700710603,68.77191633343585,37.93488960765012,15.186101659964946,-120.67333197306671,-136.45040686166703
-0.5057823603176814,68.77114733928022,37.934186471663615,15.184039591710485,-120.67333197306671,-136.45260611392126
-0.5022990107287167,68.77114733928022,37.934186471663615,15.180946489328797,-120.67435217302591,-136.4548053661755
-0.49045562212623656,68.77037834512457,37.93207706370412,15.168574079802042,-120.6753723729851,-136.4680008797009
-0.48766894245506476,68.77037834512457,37.93207706370412,15.165480977420353,-120.6763925729443,-136.47020013195515
-0.48488226278389296,68.76960935096893,37.93137392771762,15.163418909165895,-120.6763925729443,-136.47239938420938
-0.4827922530305141,68.76960935096893,37.93067079173112,15.160325806784204,-120.67741277290348,-136.4745986364636
-0.4800055733593423,68.76960935096893,37.93067079173112,15.158263738529746,-120.67741277290348,-136.47899714097207
-0.4688588546746551,68.76884035681329,37.92926451975812,15.14692236313022,-120.67945317282187,-136.487794149989
-0.4667688449212763,68.76807136265764,37.92856138377162,15.14486029487576,-120.67945317282187,-136.49219265449747
-0.4639821652501045,68.76807136265764,37.92856138377162,15.141767192494072,-120.68047337278107,-136.4943919067517
-0.46189215549672563,68.76807136265764,37.92785824778512,15.139705124239613,-120.68047337278107,-136.49659115900593
-0.45910547582555383,68.76807136265764,37.92715511179862,15.136612021857923,-120.68047337278107,-136.4987904112602
-0.45631879615438203,68.767302368502,37.92715511179862,15.134549953603464,-120.68149357274025,-136.50098966351442
-0.443082067716316,68.76653337434635,37.925045703839125,15.12114650994948,-120.68353397265864,-136.51418517703982
-0.4402953880451442,68.76653337434635,37.925045703839125,15.11805340756779,-120.68353397265864,-136.51638442929405
-0.4382053782917653,68.7657643801907,37.92434256785262,15.115991339313332,-120.68455417261782,-136.51858368154828
-0.4354186986205935,68.7657643801907,37.92434256785262,15.112898236931644,-120.68455417261782,-136.5207829338025
-0.4333286888672147,68.7657643801907,37.92363943186612,15.110836168677183,-120.68455417261782,-136.52518143831097
-0.4207886303469416,68.76499538603507,37.92153002390662,15.097432725023198,-120.68659457253621,-136.53617769958214
-0.4180019506757698,68.76499538603507,37.92153002390662,15.09537065676874,-120.68761477249541,-136.53837695183637
-0.415215271004598,68.76422639187942,37.92153002390662,15.092277554387051,-120.68761477249541,-136.54057620409063
-0.4131252612512191,68.76422639187942,37.92082688792012,15.09021548613259,-120.6886349724546,-136.54497470859909
-0.4103385815800473,68.76422639187942,37.92012375193362,15.087122383750902,-120.6886349724546,-136.5471739608533
-0.3984951929775672,68.76345739772377,37.91871747996062,15.074749974224147,-120.69067537237298,-136.5581702221245
-0.3957085133063954,68.76268840356813,37.91871747996062,15.072687905969689,-120.69067537237298,-136.56036947437872
-0.39361850355301653,68.76268840356813,37.91801434397412,15.070625837715228,-120.69169557233216,-136.56256872663295
-0.39083182388184473,68.76268840356813,37.91731120798762,15.06753273533354,-120.69169557233216,-136.5669672311414
-0.38804514421067293,68.76268840356813,37.91731120798762,15.065470667079081,-120.69169557233216,-136.56916648339566
