weldBeadWidth,Speed,ArcCurrent,FeedSpeed,SystemTime
6.7,1.0,60.0,100.0,0.0
5.800000000000001,1.4000000000000001,60.0,95.0,47974.8
4.5,2.0,60.0,95.0,95568.7
