S,L,U,R,B,T
-0.26107882511952246,0.18184549883880466,-0.8359331474964976,-1.480105441686292,-0.5398165896312019,1.8220323180434264
-0.2610671344489757,0.1818422706855754,-0.8359372233571551,-1.4801167889396496,-0.5398105568992821,1.8220336547530471
-0.261055501784163,0.18183883956159066,-0.835941396992825,-1.4801269984412848,-0.539804404635041,1.8220340170195386
-0.26104386907544064,0.1818354086205872,-0.8359455704011061,-1.4801372080056285,-0.5397982523595314,1.8220343793096214
-0.2610322362944821,0.1818319778225873,-0.8359497436214605,-1.4801474176658571,-0.5397921000595228,1.822034741633201
-0.2610206034412891,0.1818285471676015,-0.8359539166538833,-1.4801576274219812,-0.5397859477350148,1.8220351039902913
-0.2610089705158644,0.18182511665563209,-0.8359580894983731,-1.4801678372740028,-0.5397797953860077,1.8220354663808973
-0.2609973375182105,0.18182168628668,-0.8359622621549301,-1.4801780472219237,-0.5397736430125025,1.8220358288050238
-0.26098570444832975,0.18181825606074775,-0.8359664346235529,-1.480188257265747,-0.5397674906144996,1.8220361912626766
-0.26097407130622463,0.18181482597783838,-0.83597060690424,-1.4801984674054751,-0.5397613381919993,1.822036553753861
-0.26096243809189773,0.18181139603795277,-0.8359747789969914,-1.4802086776411105,-0.5397551857450026,1.8220369162785828
-0.26095080480535143,0.18180796624109374,-0.835978950901806,-1.4802188879726559,-0.5397490332735094,1.8220372788368469
-0.2609391714465882,0.18180453658726303,-0.8359831226186824,-1.4802290984001132,-0.5397428807775208,1.8220376414286588
-0.26092753801561047,0.18180110707646296,-0.8359872941476202,-1.4802393089234855,-0.539736728257037,1.8220380040540238
-0.26091590451242097,0.1817976777086955,-0.8359914654886187,-1.4802495195427754,-0.5397305757120586,1.8220383667129483
-0.2609042709370219,0.1817942484839625,-0.8359956366416764,-1.480259730257984,-0.5397244231425862,1.8220387294054352
-0.26089263728941586,0.18179081940226616,-0.8359998076067933,-1.4802699410691156,-0.53971827054862,1.8220390921314924
-0.2608810035696053,0.18178739046360864,-0.8360039783839681,-1.480280151976172,-0.539712117930161,1.8220394548911245
-0.26086936977759273,0.18178396166799266,-0.836008148973199,-1.480290362979155,-0.5397059652872094,1.8220398176843364
-0.2608577359133806,0.18178053301541955,-0.836012319374486,-1.4803005740780681,-0.539699812619766,1.8220401805111337
-0.2608461019769714,0.18177710450589132,-0.8360164895878284,-1.4803107852729132,-0.5396936599278311,1.8220405433715217
-0.26083446796836746,0.1817736761394108,-0.8360206596132245,-1.4803209965636928,-0.5396875072114053,1.822040906265506
-0.26082283388757144,0.181770247915979,-0.8360248294506744,-1.4803312079504092,-0.5396813544704891,1.8220412691930914
-0.2608111997345859,0.18176681983559942,-0.8360289991001761,-1.4803414194330657,-0.5396752017050832,1.8220416321542847
-0.260799565509413,0.18176339189827306,-0.8360331685617298,-1.4803516310116647,-0.5396690489151879,1.82204199514909
-0.26078793121205557,0.18175996410400191,-0.8360373378353344,-1.4803618426862077,-0.5396628961008039,1.8220423581775131
-0.26077629684251574,0.18175653645278883,-0.8360415069209881,-1.4803720544566974,-0.5396567432619315,1.8220427212395585
-0.2607646624007964,0.18175310894463503,-0.8360456758186909,-1.4803822663231363,-0.5396505903985714,1.8220430843352322
-0.26075302788689964,0.18174968157954366,-0.8360498445284419,-1.4803924782855282,-0.5396444375107242,1.8220434474645408
-0.2607413933008281,0.18174625435751585,-0.83605401305024,-1.4804026903438745,-0.5396382845983904,1.8220438106274883
-0.2607297586425842,0.18174282727855454,-0.8360581813840836,-1.480412902498177,-0.5396321316615702,1.8220441738240796
-0.2607181239121705,0.1817394003426613,-0.8360623495299732,-1.4804231147484401,-0.5396259787002645,1.8220445370543221
-0.26070648910958955,0.1817359735498382,-0.836066517487907,-1.4804333270946644,-0.5396198257144738,1.8220449003182193
-0.2606948542348437,0.18173254690008725,-0.8360706852578843,-1.4804435395368527,-0.5396136727041985,1.8220452636157767
-0.2606832192879354,0.1817291203934104,-0.8360748528399045,-1.4804537520750085,-0.5396075196694392,1.8220456269470005
-0.2606715842688673,0.18172569402981073,-0.836079020233966,-1.4804639647091336,-0.5396013666101965,1.8220459903118957
-0.2606599491776417,0.18172226780928966,-0.8360831874400685,-1.480474177439231,-0.5395952135264707,1.8220463537104683
-0.2606483140142611,0.1817188417318489,-0.8360873544582111,-1.4804843902653022,-0.5395890604182626,1.8220467171427226
-0.260636678778728,0.1817154157974909,-0.8360915212883927,-1.4804946031873503,-0.5395829072855726,1.8220470806086642
-0.2606250434710449,0.18171199000621854,-0.836095687930612,-1.480504816205378,-0.5395767541284011,1.8220474441082994
-0.26061340809121425,0.18170856435803265,-0.8360998543848689,-1.4805150293193874,-0.5395706009467489,1.8220478076416324
-0.2606017726392388,0.1817051388529352,-0.8361040206511626,-1.4805252425293804,-0.5395644477406164,1.8220481712086687
-0.26059013711512063,0.18170171349092973,-0.8361081867294915,-1.4805354558353614,-0.539558294510004,1.822048534809415
-0.26057850151886236,0.18169828827201695,-0.8361123526198551,-1.4805456692373307,-0.5395521412549125,1.8220488984438752
-0.2605668658504665,0.18169486319619965,-0.8361165183222523,-1.4805558827352923,-0.5395459879753423,1.8220492621120554
-0.26055523010993537,0.18169143826348005,-0.8361206838366825,-1.4805660963292486,-0.5395398346712937,1.8220496258139613
-0.2605435942972718,0.18168801347385988,-0.8361248491631446,-1.4805763100192009,-0.5395336813427676,1.8220499895495972
-0.2605319584124781,0.18168458882734098,-0.8361290143016376,-1.4805865238051523,-0.5395275279897644,1.822050353318969
-0.2605203224555566,0.1816811643239261,-0.8361331792521608,-1.4805967376871056,-0.5395213746122847,1.8220507171220823
-0.26050868642650993,0.18167773996361683,-0.8361373440147133,-1.4806069516650633,-0.5395152212103288,1.822051080958942
-0.2604970503253406,0.18167431574641502,-0.8361415085892945,-1.480617165739027,-0.5395090677838974,1.822051444829554
-0.2604854141520509,0.18167089167232384,-0.836145672975903,-1.480627379909001,-0.5395029143329911,1.8220518087339241
-0.2604737779066436,0.181667467741344,-0.8361498371745382,-1.4806375941749854,-0.5394967608576103,1.822052172672056
-0.2604621415891209,0.18166404395347924,-0.8361540011851988,-1.480647808536985,-0.5394906073577554,1.8220525366439568
-0.2604505051994854,0.18166062030873012,-0.8361581650078844,-1.4806580229950008,-0.5394844538334274,1.822052900649631
-0.26043886873773964,0.18165719680709935,-0.8361623286425945,-1.4806682375490363,-0.5394783002846263,1.8220532646890852
-0.260427232203886,0.18165377344858918,-0.8361664920893268,-1.4806784521990926,-0.5394721467113531,1.8220536287623224
-0.26041559559792704,0.18165035023320117,-0.8361706553480819,-1.480688666945173,-0.5394659931136079,1.8220539928693498
-0.26040395891986523,0.18164692716093755,-0.8361748184188581,-1.48069888178728,-0.5394598394913916,1.822054357010172
-0.260392322169703,0.18164350423180112,-0.8361789813016548,-1.4807090967254166,-0.5394536858447043,1.8220547211847955
-0.26038068534744285,0.1816400814457932,-0.8361831439964708,-1.480719311759584,-0.5394475321735471,1.822055085393224
-0.2603690484530872,0.1816366588029161,-0.8361873065033055,-1.480729526889786,-0.5394413784779202,1.8220554496354642
